title,authors,year,venue,ee,url,matched categories,match counts
Analysis and Prediction of Pedestrian Crosswalk Behavior during Automated Vehicle Interactions.,Suresh Kumaar Jayaraman; Dawn M. Tilbury; X. Jessie Yang; Anuj K. Pradhan; Lionel P. Robert,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9197347,https://dblp.org/db/conf/icra/icra2020.html#JayaramanTYPR20,ROBOT,1
Elliptical torus-based Six-axis FBG Force Sensor with In-situ Calibration for Condition Monitoring of Orthopedic Surgical Robot.,Tianliang Li; Chen Zhao; Yuhang Wen; Fayin Chen; Yuegang Tan; Zude Zhou,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611093,https://dblp.org/db/conf/icra/icra2024.html#LiZWCTZ24,ROBOT,1
A Unified Perception Benchmark for Capacitive Proximity Sensing Towards Safe Human-Robot Collaboration (HRC).,Serkan Ergun; Yitao Ding; Hosam Alagi; Christian Sch; Barnaba Ubezio; Gergely S; Michael Rathmair; Stephan M; Ulrike Thomas; Bj; Michael W. Hofbaur; Hubert Zangl,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561224,https://dblp.org/db/conf/icra/icra2021.html#ErgunDASUSRMTHH21,ROBOT,1
Wetland Soil Strength Tester and Core Sampler Using a Drone.,Victor M. Baez; Shreyas Poyrekar; Marcos Ibarra; Yusef Haikal; Navid H. Jafari; Aaron T. Becker,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561234,https://dblp.org/db/conf/icra/icra2021.html#BaezPIHJB21,ROBOT,1
Mobile Robot Oriented Large-Scale Indoor Dataset for Dynamic Scene Understanding.,Yifan Tang; Cong Tai; Fang-xing Chen; Wanting Zhang; Tao Zhang; Xue-Ping Liu 0003; Yong-Jin Liu 0001; Long Zeng 0001,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611489,https://dblp.org/db/conf/icra/icra2024.html#TangTCZZ0LZ24,ROBOT,2
Remote Control of Untethered Magnetic Robots within a Lumen using X-Ray-Guided Robotic Platform.,Leendert-Jan W. Ligtenberg; Nicole C. A. Rabou; Sander Peters; Trishal Vengetela; Vincent Schut; H. Remco Liefers; Michiel Warl; Islam S. M. Khalil,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611161,https://dblp.org/db/conf/icra/icra2024.html#LigtenbergRPVSL24,ROBOT,1
"Image-based Pose Estimation and Shape Reconstruction for Robot Manipulators and Soft, Continuum Robots via Differentiable Rendering.",Jingpei Lu; Fei Liu 0033; C; Michael C. Yip,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161066,https://dblp.org/db/conf/icra/icra2023.html#LuLGY23,ROBOT,1
"Reality as a simulation of reality: robot illusions, fundamental limits, and a physical demonstration.",Dylan A. Shell; Jason M. O'Kane,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196761,https://dblp.org/db/conf/icra/icra2020.html#ShellO20,ROBOT,1
Enhancement for Robustness of Koopman Operator-based Data-driven Mobile Robotic Systems.,Lu Shi; Konstantinos Karydis,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561343,https://dblp.org/db/conf/icra/icra2021.html#ShiK21,ROBOT,2
Fixed and Sliding FBG Sensors-Based Triaxial Tip Force Sensing for Cable-Driven Continuum Robots.,Zecai Lin; Huanghua Liu; Xiaojie Ai; Weidong Chen 0001; Anzhu Gao; Zhenglong Sun 0001; Yun Zou; Guang-Zhong Yang; Hao Wu; Huan Jia,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811947,https://dblp.org/db/conf/icra/icra2022.html#LinLACG0ZYWJ22,ROBOT,1
Asynchronous Optimisation for Event-based Visual Odometry.,Daqi Liu; Yasir Latif; Bo Chen 0009; Tat-Jun Chin; Ian D. Reid 0001,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811943,https://dblp.org/db/conf/icra/icra2022.html#Liu0L0C022,VISUAL,1
TVFusionGAN: Thermal-Visible Image Fusion Based on Multi-level Adversarial Network Strategy.,Guoyu Lu,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611671,https://dblp.org/db/conf/icra/icra2024.html#Lu24a,PRIVACY_AND_SECURITY,1
ROS2SWARM - A ROS 2 Package for Swarm Robot Behaviors.,Tanja Katharina Kaiser; Marian Johannes Begemann; Tavia Plattenteich; Lars Schilling; Georg Schildbach; Heiko Hamann,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812417,https://dblp.org/db/conf/icra/icra2022.html#KaiserBPSSH22,"RISKY_KEYWORDS, ROBOT",2
A Simple Computationally Efficient Path ILC for Industrial Robotic Manipulators.,Michael Schwegel; Andreas Kugi,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610623,https://dblp.org/db/conf/icra/icra2024.html#SchwegelK24,"DEPLOYMENT, ROBOT",2
Effects of Interfaces on Human-Robot Trust: Specifying and Visualizing Physical Zones.,Marisa Hudspeth; Sogol Balali; Cindy Grimm; Ross T. Sowell,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811538,https://dblp.org/db/conf/icra/icra2022.html#HudspethBGS22,"ROBOT, VISUAL",2
FogROS2-LS: A Location-Independent Fog Robotics Framework for Latency Sensitive ROS2 Applications.,Kaiyuan Chen 0001; Michael Wang; Marcus Gualtieri; Nan Tian; Christian Juette; Liu Ren; Jeffrey Ichnowski; John Kubiatowicz; Ken Goldberg,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610759,https://dblp.org/db/conf/icra/icra2024.html#ChenWGTJRIKG24,ROBOT,2
Dynamic Modeling and Digital Twin of a Harmonic Drive Based Collaborative Robot Joint.,Xingyu Yang; Dong Qiang; Zixuan Chen; Hao Wang; Zhengxue Zhou; Xuping Zhang,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812458,https://dblp.org/db/conf/icra/icra2022.html#YangQCWZZ22,ROBOT,1
Real-time Acoustic Holography with Iterative Unsupervised Learning for Acoustic Robotic Manipulation.,Chengxi Zhong; Zhenhuan Sun; Teng Li 0017; Hu Su; Song Liu 0003,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160962,https://dblp.org/db/conf/icra/icra2023.html#ZhongSLSL23,"AUDIO, ROBOT",2
Vascular Centerline-Guided Autonomous Navigation Methods for Robot-Lead Endovascular Interventions.,Naner Li; Yiwei Wang 0002; Haoyuan Cheng; Huan Zhao 0001; Han Ding 0001,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611329,https://dblp.org/db/conf/icra/icra2024.html#LiWCZ024,ROBOT,1
Collaborative Visual Inertial SLAM for Multiple Smart Phones.,Jialing Liu; Ruyu Liu; Kaiqi Chen; Jianhua Zhang 0002; Dongyan Guo,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561946,https://dblp.org/db/conf/icra/icra2021.html#LiuLCZG21,VISUAL,1
In-Hand Manipulation in Power Grasp: Design of an Adaptive Robot Hand with Active Surfaces.,Yilin Cai; Shenli Yuan,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161516,https://dblp.org/db/conf/icra/icra2023.html#CaiY23,ROBOT,1
Tactile-Informed Action Primitives Mitigate Jamming in Dense Clutter.,Dane Brouwer; Joshua Citron; Hojung Choi; Marion Lepert; Michael A. Lin; Jeannette Bohg; Mark R. Cutkosky,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610224,https://dblp.org/db/conf/icra/icra2024.html#BrouwerCCLLBC24,PRIVACY_AND_SECURITY,1
A Passivity-based Approach on Relocating High-Frequency Robot Controller to the Edge Cloud.,Xiao Chen; Hamid Sadeghian; Lingyun Chen; Mario Tr; Abadalla Swirkir; Abdeldjallil Naceri; Sami Haddadin,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160366,https://dblp.org/db/conf/icra/icra2023.html#ChenSCTSNH23,ROBOT,1
DTact: A Vision-Based Tactile Sensor that Measures High-Resolution 3D Geometry Directly from Darkness.,Changyi Lin; Ziqi Lin; Shaoxiong Wang; Huazhe Xu,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160796,https://dblp.org/db/conf/icra/icra2023.html#LinLWX23,VISUAL,1
Grounding Conversational Robots on Vision Through Dense Captioning and Large Language Models.,Lucrezia Grassi; Zhouyang Hong; Carmine Tommaso Recchiuto; Antonio Sgorbissa,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611232,https://dblp.org/db/conf/icra/icra2024.html#GrassiHRS24,"ROBOT, VISUAL",2
RGB-D Grasp Detection via Depth Guided Learning with Cross-modal Attention.,Ran Qin; Haoxiang Ma; Boyang Gao; Di Huang 0001,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161319,https://dblp.org/db/conf/icra/icra2023.html#QinMGH23,VISUAL,1
Skill Learning in Robot-Assisted Micro-Manipulation Through Human Demonstrations with Attention Guidance.,Yujian An; Jianxin Yang; Jinkai Li; Bingze He; Yao Guo 0002; Guang-Zhong Yang,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610945,https://dblp.org/db/conf/icra/icra2024.html#AnYLH0Y24,ROBOT,1
ERASE-Net: Efficient Segmentation Networks for Automotive Radar Signals.,Shihong Fang; Haoran Zhu; Devansh Bisla; Anna Choromanska; Satish Ravindran; Dongyin Ren; Ryan Wu,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160343,https://dblp.org/db/conf/icra/icra2023.html#FangZBCRRW23,RADAR,1
ElectroVoxel: Electromagnetically Actuated Pivoting for Scalable Modular Self-Reconfigurable Robots.,Martin Nisser; Leon Cheng; Yashaswini Makaram; Ryo Suzuki 0001; Stefanie M,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811746,https://dblp.org/db/conf/icra/icra2022.html#NisserCMS022,ROBOT,1
Human-Like Artificial Skin Sensor for Physical Human-Robot Interaction.,Marc Teyssier 0002; Brice Parilusyan; Anne Roudaut; J,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561152,https://dblp.org/db/conf/icra/icra2021.html#0002PRS21,ROBOT,1
Image Masking for Robust Self-Supervised Monocular Depth Estimation.,Hemang Chawla; Kishaan Jeeveswaran; Elahe Arani; Bahram Zonooz,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161373,https://dblp.org/db/conf/icra/icra2023.html#ChawlaJAZ23,"PRIVACY_AND_SECURITY, VISUAL",2
Long-Range Hand Gesture Recognition via Attention-based SSD Network.,Liguang Zhou; Chenping Du; Zhenglong Sun 0001; Tin Lun Lam; Yangsheng Xu,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561189,https://dblp.org/db/conf/icra/icra2021.html#ZhouDSLX21,SENSOR_USE_CASES,1
"On Human Grasping and Manipulation in Kitchens: Automated Annotation, Insights, and Metrics for Effective Data Collection.",Nathan Elangovan; Ricardo V. Godoy; Felipe Sanches; Ke Wang; Tom White; Patrick Jarvis; Minas V. Liarokapis,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161171,https://dblp.org/db/conf/icra/icra2023.html#ElangovanGSWWJL23,PRIVACY_AND_SECURITY,1
Monocular Depth Distribution Alignment with Low Computation.,Fei Sheng; Feng Xue 0001; Yicong Chang; Wenteng Liang; Anlong Ming,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811937,https://dblp.org/db/conf/icra/icra2022.html#ShengXCLM22,VISUAL,1
Sensorized Soft Skin for Dexterous Robotic Hands.,Jana Egli; Benedek Forrai; Thomas Buchner; Jiangtao Su; Xiaodong Chen; Robert K. Katzschmann,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611404,https://dblp.org/db/conf/icra/icra2024.html#EgliFBSCK24,ROBOT,1
A Single Multi-Task Deep Neural Network with Post-Processing for Object Detection with Reasoning and Robotic Grasp Detection.,Dongwon Park; Yonghyeok Seo; Dongju Shin; Jaesik Choi; Se Young Chun,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9197179,https://dblp.org/db/conf/icra/icra2020.html#ParkSSCC20,ROBOT,1
Continuous-Time Spline Visual-Inertial Odometry.,Jiawei Mo; Junaed Sattar,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811586,https://dblp.org/db/conf/icra/icra2022.html#MoS22,VISUAL,1
Adaptive Tracking Control for Industrial Robot Manipulators with Unknown Inner loop Architecture.,Joseph Jean-Baptiste Mvogo Ahanda; Achille Melingui; Othman Lakhal; Bernard Essimbi Zobo; Hela Kadri; Rochdi Merzouki,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811748,https://dblp.org/db/conf/icra/icra2022.html#AhandaMLZKM22,"DEPLOYMENT, ROBOT",2
JaywalkerVR: A VR System for Collecting Safety-Critical Pedestrian-Vehicle Interactions.,Kenta Mukoya; Erica Weng; Rohan Choudhury; Kris Kitani,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610819,https://dblp.org/db/conf/icra/icra2024.html#MukoyaWCK24,PRIVACY_AND_SECURITY,1
Joint Response and Background Learning for UAV Visual Tracking.,Biao Wang; Wenling Li; Bin Zhang 0023; Yang Liu 0096,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611308,https://dblp.org/db/conf/icra/icra2024.html#WangL0024,VISUAL,1
Compliant Electromagnetic Actuator Architecture for Soft Robotics.,Noah Kohls; Beatriz Dias; Yaw Mensah; Bryan P. Ruddy; Yi Chen Mazumdar,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9197442,https://dblp.org/db/conf/icra/icra2020.html#KohlsDMRM20,ROBOT,2
Finding Optimal Modular Robots for Aerial Tasks.,Jiawei Xu 0005; David Salda,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160555,https://dblp.org/db/conf/icra/icra2023.html#XuS23,ROBOT,1
CineMPC: Controlling Camera Intrinsics and Extrinsics for Autonomous Cinematography.,Pablo Pueyo; Eduardo Montijano; Ana C. Murillo; Mac Schwager,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811827,https://dblp.org/db/conf/icra/icra2022.html#PueyoMMS22,VISUAL,1
Force-based semantic representation and estimation of feature points for robotic cable manipulation with environmental contacts.,Andrea Monguzzi; Yiannis Karayiannidis; Paolo Rocco; Andrea Maria Zanchettin,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610686,https://dblp.org/db/conf/icra/icra2024.html#MonguzziKRZ24,ROBOT,1
Learning Visual-Audio Representations for Voice-Controlled Robots.,Peixin Chang; Shuijing Liu; D. Livingston McPherson; Katherine Rose Driggs-Campbell,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161461,https://dblp.org/db/conf/icra/icra2023.html#ChangLMD23,"ROBOT, VISUAL",2
"Real-time 3D-Lidar, MMW Radar and GPS/IMU fusion based vehicle detection and tracking in unstructured environment.",Ning Li; Caixia Lu; XueWei Yu; Xueyan Liu 0010; Bo Su,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9562063,https://dblp.org/db/conf/icra/icra2021.html#LiLY0S21,"RADAR, RISKY_KEYWORDS, VISUAL",3
Dynamic tracking for microrobot with active magnetic sensor array.,Min Wang 0032; Kwan Yi Leung; Rui Liu 0033; Shuang Song 0002; Yixuan Yuan; Jianqin Yin; Max Q.-H. Meng; Jun Liu 0007,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561854,https://dblp.org/db/conf/icra/icra2021.html#WangLLSYYM021,ROBOT,1
Efficient Communication in Large Multi-robot Networks.,Ayan Dutta 0001; Anirban Ghosh 0002; Stephen Sisley; O. Patrick Kreidl,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196672,https://dblp.org/db/conf/icra/icra2020.html#DuttaGSK20,ROBOT,1
A Novel Robotic System for Ultrasound-guided Peripheral Vascular Localization.,Guangshen Ma; Siobhan Rigby Oca; Yifan Zhu; Patrick J. Codd; Daniel M. Buckland,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561924,https://dblp.org/db/conf/icra/icra2021.html#MaOZCB21,"AUDIO, ROBOT",2
Decentralized Nested Gaussian Processes for Multi-Robot Systems.,George P. Kontoudis; Daniel J. Stilwell,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561566,https://dblp.org/db/conf/icra/icra2021.html#KontoudisS21,ROBOT,1
Periodic SLAM: Using Cyclic Constraints to Improve the Performance of Visual-Inertial SLAM on Legged Robots.,Hans Kumar; J. Joe Payne; Matthew J. Travers; Aaron M. Johnson 0001; Howie Choset,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811634,https://dblp.org/db/conf/icra/icra2022.html#KumarPTJC22,"ROBOT, VISUAL",2
Descriptor Distillation for Efficient Multi-Robot SLAM.,Xiyue Guo; Junjie Hu 0003; Hujun Bao; Guofeng Zhang 0001,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160541,https://dblp.org/db/conf/icra/icra2023.html#GuoHBZ23,ROBOT,1
FlowDrone: Wind Estimation and Gust Rejection on UAVs Using Fast-Response Hot-Wire Flow Sensors.,Nathaniel Simon; Allen Z. Ren; Alexander Piqu; David Snyder; Daphne Barretto; Marcus Hultmark; Anirudha Majumdar,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160454,https://dblp.org/db/conf/icra/icra2023.html#SimonRPSBHM23,ROBOT,1
Recency Bias in Task Performance History Affects Perceptions of Robot Competence and Trustworthiness.,Matthew B. Luebbers; Aaquib Tabrez; Kanaka Samagna Talanki; Bradley Hayes,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611334,https://dblp.org/db/conf/icra/icra2024.html#LuebbersTTH24,ROBOT,1
Dusk Till Dawn: Self-supervised Nighttime Stereo Depth Estimation using Visual Foundation Models.,Madhu Vankadari; Samuel Hodgson; Sangyun Shin; Kaichen Zhou; Andrew Markham; Niki Trigoni,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610318,https://dblp.org/db/conf/icra/icra2024.html#VankadariHSZMT24,VISUAL,2
A Universal Footstep Planning Methodology for Continuous Walking in Challenging Terrain Applicable to Different Types of Legged Robots.,Alexander Stumpf; Oskar von Stryk,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811711,https://dblp.org/db/conf/icra/icra2022.html#StumpfS22,ROBOT,1
"A Hybrid, Soft Robotic Exoskeleton Glove with Inflatable, Telescopic Structures and a Shared Control Operation Scheme.",Lucas Gerez; Gal Gorjup; Yuran Zhou; Minas V. Liarokapis,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812426,https://dblp.org/db/conf/icra/icra2022.html#GerezGZL22,ROBOT,1
SafetyNet: Safe Planning for Real-World Self-Driving Vehicles Using Machine-Learned Policies.,Matt Vitelli; Yan Chang; Yawei Ye; Ana Ferreira 0011; Maciej Wolczyk; Blazej Osinski; Moritz Niendorf; Hugo Grimmett; Qiangui Huang; Ashesh Jain; Peter Ondruska,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811576,https://dblp.org/db/conf/icra/icra2022.html#VitelliCYFWONGH22,PRIVACY_AND_SECURITY,1
MORPHeus: a Multimodal One-armed Robot-assisted Peeling System with Human Users In-the-loop.,Ruolin Ye; Yifei Hu; Yuhan Anjelica Bian; Luke Kulm; Tapomayukh Bhattacharjee,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610050,https://dblp.org/db/conf/icra/icra2024.html#YeHBKB24,ROBOT,1
TransVisDrone: Spatio-Temporal Transformer for Vision-based Drone-to-Drone Detection in Aerial Videos.,Tushar Sangam; Ishan Rajendrakumar Dave; Waqas Sultani; Mubarak Shah,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161433,https://dblp.org/db/conf/icra/icra2023.html#SangamDSS23,"ROBOT, VISUAL",2
Reachable Polyhedral Marching (RPM): A Safety Verification Algorithm for Robotic Systems with Deep Neural Network Components.,Joseph A. Vincent; Mac Schwager,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561956,https://dblp.org/db/conf/icra/icra2021.html#VincentS21,"PRIVACY_AND_SECURITY, ROBOT",2
