title,authors,year,venue,ee,url,matched categories,match counts
FogROS2-LS: A Location-Independent Fog Robotics Framework for Latency Sensitive ROS2 Applications.,Kaiyuan Chen 0001; Michael Wang; Marcus Gualtieri; Nan Tian; Christian Juette; Liu Ren; Jeffrey Ichnowski; John Kubiatowicz; Ken Goldberg,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610759,https://dblp.org/db/conf/icra/icra2024.html#ChenWGTJRIKG24,ROBOT,2
Dynamic Modeling and Digital Twin of a Harmonic Drive Based Collaborative Robot Joint.,Xingyu Yang; Dong Qiang; Zixuan Chen; Hao Wang; Zhengxue Zhou; Xuping Zhang,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812458,https://dblp.org/db/conf/icra/icra2022.html#YangQCWZZ22,ROBOT,1
Real-time Acoustic Holography with Iterative Unsupervised Learning for Acoustic Robotic Manipulation.,Chengxi Zhong; Zhenhuan Sun; Teng Li 0017; Hu Su; Song Liu 0003,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160962,https://dblp.org/db/conf/icra/icra2023.html#ZhongSLSL23,"AUDIO, ROBOT",2
Vascular Centerline-Guided Autonomous Navigation Methods for Robot-Lead Endovascular Interventions.,Naner Li; Yiwei Wang 0002; Haoyuan Cheng; Huan Zhao 0001; Han Ding 0001,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611329,https://dblp.org/db/conf/icra/icra2024.html#LiWCZ024,ROBOT,2
In-Hand Manipulation in Power Grasp: Design of an Adaptive Robot Hand with Active Surfaces.,Yilin Cai; Shenli Yuan,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161516,https://dblp.org/db/conf/icra/icra2023.html#CaiY23,ROBOT,1
A Passivity-based Approach on Relocating High-Frequency Robot Controller to the Edge Cloud.,Xiao Chen; Hamid Sadeghian; Lingyun Chen; Mario Tr; Abadalla Swirkir; Abdeldjallil Naceri; Sami Haddadin,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160366,https://dblp.org/db/conf/icra/icra2023.html#ChenSCTSNH23,ROBOT,1
Grounding Conversational Robots on Vision Through Dense Captioning and Large Language Models.,Lucrezia Grassi; Zhouyang Hong; Carmine Tommaso Recchiuto; Antonio Sgorbissa,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611232,https://dblp.org/db/conf/icra/icra2024.html#GrassiHRS24,"ROBOT, VISUAL",2
Skill Learning in Robot-Assisted Micro-Manipulation Through Human Demonstrations with Attention Guidance.,Yujian An; Jianxin Yang; Jinkai Li; Bingze He; Yao Guo 0002; Guang-Zhong Yang,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610945,https://dblp.org/db/conf/icra/icra2024.html#AnYLH0Y24,ROBOT,1
ElectroVoxel: Electromagnetically Actuated Pivoting for Scalable Modular Self-Reconfigurable Robots.,Martin Nisser; Leon Cheng; Yashaswini Makaram; Ryo Suzuki 0001; Stefanie M,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811746,https://dblp.org/db/conf/icra/icra2022.html#NisserCMS022,ROBOT,1
Human-Like Artificial Skin Sensor for Physical Human-Robot Interaction.,Marc Teyssier 0002; Brice Parilusyan; Anne Roudaut; J,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561152,https://dblp.org/db/conf/icra/icra2021.html#0002PRS21,ROBOT,1
"On Human Grasping and Manipulation in Kitchens: Automated Annotation, Insights, and Metrics for Effective Data Collection.",Nathan Elangovan; Ricardo V. Godoy; Felipe Sanches; Ke Wang; Tom White; Patrick Jarvis; Minas V. Liarokapis,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161171,https://dblp.org/db/conf/icra/icra2023.html#ElangovanGSWWJL23,"PRIVACY_AND_SECURITY, ROBOT",2
Sensorized Soft Skin for Dexterous Robotic Hands.,Jana Egli; Benedek Forrai; Thomas Buchner; Jiangtao Su; Xiaodong Chen; Robert K. Katzschmann,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611404,https://dblp.org/db/conf/icra/icra2024.html#EgliFBSCK24,ROBOT,1
A Single Multi-Task Deep Neural Network with Post-Processing for Object Detection with Reasoning and Robotic Grasp Detection.,Dongwon Park; Yonghyeok Seo; Dongju Shin; Jaesik Choi; Se Young Chun,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9197179,https://dblp.org/db/conf/icra/icra2020.html#ParkSSCC20,ROBOT,1
Adaptive Tracking Control for Industrial Robot Manipulators with Unknown Inner loop Architecture.,Joseph Jean-Baptiste Mvogo Ahanda; Achille Melingui; Othman Lakhal; Bernard Essimbi Zobo; Hela Kadri; Rochdi Merzouki,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811748,https://dblp.org/db/conf/icra/icra2022.html#AhandaMLZKM22,ROBOT,2
Compliant Electromagnetic Actuator Architecture for Soft Robotics.,Noah Kohls; Beatriz Dias; Yaw Mensah; Bryan P. Ruddy; Yi Chen Mazumdar,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9197442,https://dblp.org/db/conf/icra/icra2020.html#KohlsDMRM20,ROBOT,2
Finding Optimal Modular Robots for Aerial Tasks.,Jiawei Xu 0005; David Salda,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160555,https://dblp.org/db/conf/icra/icra2023.html#XuS23,ROBOT,1
CineMPC: Controlling Camera Intrinsics and Extrinsics for Autonomous Cinematography.,Pablo Pueyo; Eduardo Montijano; Ana C. Murillo; Mac Schwager,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811827,https://dblp.org/db/conf/icra/icra2022.html#PueyoMMS22,"ROBOT, VISUAL",2
Force-based semantic representation and estimation of feature points for robotic cable manipulation with environmental contacts.,Andrea Monguzzi; Yiannis Karayiannidis; Paolo Rocco; Andrea Maria Zanchettin,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610686,https://dblp.org/db/conf/icra/icra2024.html#MonguzziKRZ24,ROBOT,1
Learning Visual-Audio Representations for Voice-Controlled Robots.,Peixin Chang; Shuijing Liu; D. Livingston McPherson; Katherine Rose Driggs-Campbell,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161461,https://dblp.org/db/conf/icra/icra2023.html#ChangLMD23,"ROBOT, VISUAL",2
Neural Network Controller for Autonomous Pile Loading Revised.,Wenyan Yang; Nataliya Strokina; Nikolay Serbenyuk; Joni Pajarinen; Reza Ghabcheloo; Juho Vihonen; Mohammad M. Aref; Joni-Kristian K,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561804,https://dblp.org/db/conf/icra/icra2021.html#YangSSPGVAK21,ROBOT,1
Dynamic tracking for microrobot with active magnetic sensor array.,Min Wang 0032; Kwan Yi Leung; Rui Liu 0033; Shuang Song 0002; Yixuan Yuan; Jianqin Yin; Max Q.-H. Meng; Jun Liu 0007,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561854,https://dblp.org/db/conf/icra/icra2021.html#WangLLSYYM021,ROBOT,1
Efficient Communication in Large Multi-robot Networks.,Ayan Dutta 0001; Anirban Ghosh 0002; Stephen Sisley; O. Patrick Kreidl,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196672,https://dblp.org/db/conf/icra/icra2020.html#DuttaGSK20,ROBOT,1
A Novel Robotic System for Ultrasound-guided Peripheral Vascular Localization.,Guangshen Ma; Siobhan Rigby Oca; Yifan Zhu; Patrick J. Codd; Daniel M. Buckland,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561924,https://dblp.org/db/conf/icra/icra2021.html#MaOZCB21,"AUDIO, ROBOT",2
Decentralized Nested Gaussian Processes for Multi-Robot Systems.,George P. Kontoudis; Daniel J. Stilwell,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561566,https://dblp.org/db/conf/icra/icra2021.html#KontoudisS21,ROBOT,1
Periodic SLAM: Using Cyclic Constraints to Improve the Performance of Visual-Inertial SLAM on Legged Robots.,Hans Kumar; J. Joe Payne; Matthew J. Travers; Aaron M. Johnson 0001; Howie Choset,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811634,https://dblp.org/db/conf/icra/icra2022.html#KumarPTJC22,"ROBOT, VISUAL",2
Descriptor Distillation for Efficient Multi-Robot SLAM.,Xiyue Guo; Junjie Hu 0003; Hujun Bao; Guofeng Zhang 0001,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160541,https://dblp.org/db/conf/icra/icra2023.html#GuoHBZ23,ROBOT,1
FlowDrone: Wind Estimation and Gust Rejection on UAVs Using Fast-Response Hot-Wire Flow Sensors.,Nathaniel Simon; Allen Z. Ren; Alexander Piqu; David Snyder; Daphne Barretto; Marcus Hultmark; Anirudha Majumdar,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160454,https://dblp.org/db/conf/icra/icra2023.html#SimonRPSBHM23,ROBOT,1
Recency Bias in Task Performance History Affects Perceptions of Robot Competence and Trustworthiness.,Matthew B. Luebbers; Aaquib Tabrez; Kanaka Samagna Talanki; Bradley Hayes,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611334,https://dblp.org/db/conf/icra/icra2024.html#LuebbersTTH24,ROBOT,1
Adaptive Planning and Control with Time-Varying Tire Models for Autonomous Racing Using Extreme Learning Machine.,Dvij Kalaria; Qin Lin 0001; John M. Dolan,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610848,https://dblp.org/db/conf/icra/icra2024.html#KalariaLD24,ROBOT,1
A Universal Footstep Planning Methodology for Continuous Walking in Challenging Terrain Applicable to Different Types of Legged Robots.,Alexander Stumpf; Oskar von Stryk,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811711,https://dblp.org/db/conf/icra/icra2022.html#StumpfS22,ROBOT,1
"A Hybrid, Soft Robotic Exoskeleton Glove with Inflatable, Telescopic Structures and a Shared Control Operation Scheme.",Lucas Gerez; Gal Gorjup; Yuran Zhou; Minas V. Liarokapis,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812426,https://dblp.org/db/conf/icra/icra2022.html#GerezGZL22,ROBOT,1
SafetyNet: Safe Planning for Real-World Self-Driving Vehicles Using Machine-Learned Policies.,Matt Vitelli; Yan Chang; Yawei Ye; Ana Ferreira 0011; Maciej Wolczyk; Blazej Osinski; Moritz Niendorf; Hugo Grimmett; Qiangui Huang; Ashesh Jain; Peter Ondruska,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811576,https://dblp.org/db/conf/icra/icra2022.html#VitelliCYFWONGH22,"PRIVACY_AND_SECURITY, ROBOT",2
MORPHeus: a Multimodal One-armed Robot-assisted Peeling System with Human Users In-the-loop.,Ruolin Ye; Yifei Hu; Yuhan Anjelica Bian; Luke Kulm; Tapomayukh Bhattacharjee,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610050,https://dblp.org/db/conf/icra/icra2024.html#YeHBKB24,ROBOT,1
TransVisDrone: Spatio-Temporal Transformer for Vision-based Drone-to-Drone Detection in Aerial Videos.,Tushar Sangam; Ishan Rajendrakumar Dave; Waqas Sultani; Mubarak Shah,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161433,https://dblp.org/db/conf/icra/icra2023.html#SangamDSS23,"ROBOT, VISUAL",2
Reachable Polyhedral Marching (RPM): A Safety Verification Algorithm for Robotic Systems with Deep Neural Network Components.,Joseph A. Vincent; Mac Schwager,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561956,https://dblp.org/db/conf/icra/icra2021.html#VincentS21,"PRIVACY_AND_SECURITY, ROBOT",2
A Robotic Defect Inspection System for Free-form Specular Surfaces.,Shengzeng Huo; David Navarro-Alarcon; David T. W. Chik,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561265,https://dblp.org/db/conf/icra/icra2021.html#HuoNC21,ROBOT,1
Reinforcement Learning for Autonomous Driving with Latent State Inference and Spatial-Temporal Relationships.,Xiaobai Ma; Jiachen Li 0001; Mykel J. Kochenderfer; David Isele; Kikuo Fujimura,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9562006,https://dblp.org/db/conf/icra/icra2021.html#Ma0KIF21,ROBOT,1
A Force-driven and Vision-driven Hybrid Control Method of Autonomous Laparoscope-Holding Robot.,Jin Fang; Ling Li; Xiaojian Li; Hangjie Mo; Pengxin Guo; Xilin Xiao; Yanwei Qu,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610509,https://dblp.org/db/conf/icra/icra2024.html#FangLLMGXQ24,"ROBOT, VISUAL",3
Learning Continuous Control with Geometric Regularity from Robot Intrinsic Symmetry.,Shengchao Yan; Baohe Zhang; Yuan Zhang 0027; Joschka Boedecker; Wolfram Burgard,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610949,https://dblp.org/db/conf/icra/icra2024.html#YanZZBB24,ROBOT,1
Open X-Embodiment: Robotic Learning Datasets and RT-X Models : Open X-Embodiment Collaboration.,Abby O'Neill; Abdul Rehman; Abhiram Maddukuri; Abhishek Gupta 0004; Abhishek Padalkar; Abraham Lee; Acorn Pooley; Agrim Gupta; Ajay Mandlekar; Ajinkya Jain; Albert Tung; Alex Bewley; Alexander Herzog; Alex Irpan; Alexander Khazatsky; Anant Rai; Anchit Gupta; Andrew E. Wang; Anikait Singh; Animesh Garg; Aniruddha Kembhavi; Annie Xie; Anthony Brohan; Antonin Raffin; Archit Sharma; Arefeh Yavary; Arhan Jain; Ashwin Balakrishna; Ayzaan Wahid; Ben Burgess-Limerick; Beomjoon Kim; Bernhard Sch; Blake Wulfe; Brian Ichter; Cewu Lu; Charles Xu 0003; Charlotte Le; Chelsea Finn; Chen Wang 0053; Chenfeng Xu; Cheng Chi; Chenguang Huang; Christine Chan; Christopher Agia; Chuer Pan; Chuyuan Fu; Coline Devin; Danfei Xu; Daniel Morton; Danny Driess; Daphne Chen; Deepak Pathak; Dhruv Shah; Dieter B; Dinesh Jayaraman; Dmitry Kalashnikov; Dorsa Sadigh; Edward Johns; Ethan Paul Foster; Fangchen Liu; Federico Ceola; Fei Xia 0002; Feiyu Zhao; Freek Stulp; Gaoyue Zhou; Gaurav S. Sukhatme; Gautam Salhotra; Ge Yan; Gilbert Feng; Giulio Schiavi; Glen Berseth; Gregory Kahn; Guanzhi Wang; Hao Su 0001; Haoshu Fang; Haochen Shi; Henghui Bao; Heni Ben Amor; Henrik I. Christensen; Hiroki Furuta; Homer Walke; Hongjie Fang; Huy Ha; Igor Mordatch; Ilija Radosavovic; Isabel Leal; Jacky Liang; Jad Abou-Chakra; Jaehyung Kim 0001; Jaimyn Drake; Jan Peters 0001; Jan Schneider 0007; Jasmine Hsu; Jeannette Bohg; Jeffrey Bingham; Jeffrey Wu; Jensen Gao; Jiaheng Hu; Jiajun Wu 0001; Jialin Wu; Jiankai Sun; Jianlan Luo; Jiayuan Gu; Jie Tan 0001; Jihoon Oh; Jimmy Wu; Jingpei Lu; Jingyun Yang; Jitendra Malik; Jo; Joey Hejna; Jonathan Booher; Jonathan Tompson; Jonathan Yang; Jordi Salvador; Joseph J. Lim; Junhyek Han; Kaiyuan Wang; Kanishka Rao; Karl Pertsch; Karol Hausman; Keegan Go; Keerthana Gopalakrishnan; Ken Goldberg; Kendra Byrne; Kenneth Oslund; Kento Kawaharazuka; Kevin Black; Kevin Lin; Kevin Zhang 0002; Kiana Ehsani; Kiran Lekkala; Kirsty Ellis; Krishan Rana; Krishnan Srinivasan; Kuan Fang; Kunal Pratap Singh; Kuo-Hao Zeng; Kyle Hatch; Kyle Hsu; Laurent Itti; Lawrence Yunliang Chen; Lerrel Pinto; Li Fei-Fei 0001; Liam Tan; Linxi Jim Fan; Lionel Ott; Lisa Lee; Luca Weihs; Magnum Chen; Marion Lepert; Marius Memmel; Masayoshi Tomizuka; Masha Itkina; Mateo Guaman Castro; Max Spero; Maximilian Du; Michael Ahn; Michael C. Yip; Mingtong Zhang; Mingyu Ding; Minho Heo; Mohan Kumar Srirama; Mohit Sharma 0001; Moo Jin Kim; Naoaki Kanazawa; Nicklas Hansen 0001; Nicolas Heess; Nikhil J. Joshi; Niko S; Ning Liu; Norman Di Palo; Nur Muhammad (Mahi) Shafiullah; Oier Mees; Oliver Kroemer; Osbert Bastani; Pannag R. Sanketi; Patrick Tree Miller; Patrick Yin; Paul Wohlhart; Peng Xu 0010; Peter David Fagan; Peter Mitrano; Pierre Sermanet; Pieter Abbeel; Priya Sundaresan; Qiuyu Chen; Quan Vuong; Rafael Rafailov; Ran Tian; Ria Doshi; Roberto Mart; Rohan Baijal; Rosario Scalise; Rose Hendrix; Roy Lin; Runjia Qian; Ruohan Zhang; Russell Mendonca; Rutav Shah; Ryan Hoque; Ryan Julian; Samuel Bustamante; Sean Kirmani; Sergey Levine; Shan Lin; Sherry Moore; Shikhar Bahl; Shivin Dass; Shubham D. Sonawani; Shuran Song; Sichun Xu; Siddhant Haldar; Siddharth Karamcheti; Simeon Adebola; Simon Guist; Soroush Nasiriany; Stefan Schaal; Stefan Welker; Stephen Tian; Subramanian Ramamoorthy; Sudeep Dasari; Suneel Belkhale; Sungjae Park; Suraj Nair 0003; Suvir Mirchandani; Takayuki Osa; Tanmay Gupta; Tatsuya Harada; Tatsuya Matsushima; Ted Xiao; Thomas Kollar; Tianhe Yu; Tianli Ding; Todor Davchev; Tony Z. Zhao; Travis Armstrong; Trevor Darrell; Trinity Chung; Vidhi Jain; Vincent Vanhoucke; Wei Zhan; Wenxuan Zhou; Wolfram Burgard; Xi Chen; Xiaolong Wang 0004; Xinghao Zhu; Xinyang Geng; Xiyuan Liu; Liangwei Xu; Xuanlin Li; Yao Lu; Yecheng Jason Ma; Yejin Kim 0003; Yevgen Chebotar; Yifan Zhou; Yifeng Zhu; Yilin Wu; Ying Xu; Yixuan Wang; Yonatan Bisk; Yoonyoung Cho; Youngwoon Lee; Yuchen Cui; Yue Cao; Yueh-Hua Wu; Yujin Tang; Yuke Zhu; Yunchu Zhang; Yunfan Jiang 0001; Yunshuang Li; Yunzhu Li; Yusuke Iwasawa; Yutaka Matsuo; Zehan Ma; Zhuo Xu; Zichen Jeff Cui; Zichen Zhang 0016; Zipeng Lin,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611477,https://dblp.org/db/conf/icra/icra2024.html#ONeillRMGPLPGMJ24,ROBOT,1
Toward Autonomous Robotic Micro-Suturing using Optical Coherence Tomography Calibration and Path Planning.,Yuan Tian; Mark Draelos; Gao Tang; Ruobing Qian; Anthony N. Kuo; Joseph A. Izatt; Kris Hauser,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196834,https://dblp.org/db/conf/icra/icra2020.html#TianDTQKIH20,ROBOT,2
