title,category,authors,year,venue,ee,url
Plug in the Safety Chip: Enforcing Constraints for LLM-driven Robot Agents.,ROBOT;PRIVACY_AND_SECURITY,Ziyi Yang; Shreyas Sundara Raman; Ankit Shah; Stefanie Tellex,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611447,https://dblp.org/db/conf/icra/icra2024.html#YangRST24
Exploiting Intrinsic Kinematic Null Space for Supernumerary Robotic Limbs Control.,ROBOT;PRIVACY_AND_SECURITY,Tommaso Lisini Baldi; Nicole D'Aurizio; Sergio Gurgone; Daniele Borzelli; Andrea d'Avella; Domenico Prattichizzo,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160964,https://dblp.org/db/conf/icra/icra2023.html#BaldiDGBdP23
Important Object Identification with Semi-Supervised Learning for Autonomous Driving.,ROBOT;PRIVACY_AND_SECURITY,Jiachen Li 0001; Haiming Gang; Hengbo Ma; Masayoshi Tomizuka; Chiho Choi,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812234,https://dblp.org/db/conf/icra/icra2022.html#0001GMTC22
Realtime Multi-Diver Tracking and Re-identification for Underwater Human-Robot Collaboration.,ROBOT;PRIVACY_AND_SECURITY,Karin de Langis; Junaed Sattar,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9197308,https://dblp.org/db/conf/icra/icra2020.html#LangisS20
Concurrent Parameter Identification and Control for Free-Floating Robotic Systems During On-Orbit Servicing.,ROBOT;PRIVACY_AND_SECURITY,Olga-Orsalia Christidi-Loumpasefski; Georgios Rekleitis; Evangelos Papadopoulos,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9197187,https://dblp.org/db/conf/icra/icra2020.html#Christidi-Loumpasefski20
Targeted Attack on Deep RL-based Autonomous Driving with Learned Visual Patterns.,ROBOT;VISUAL;PRIVACY_AND_SECURITY,Prasanth Buddareddygari; Travis Zhang; Yezhou Yang; Yi Ren,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811574,https://dblp.org/db/conf/icra/icra2022.html#BuddareddygariZ22
Option-Aware Adversarial Inverse Reinforcement Learning for Robotic Control.,ROBOT;PRIVACY_AND_SECURITY,Jiayu Chen; Tian Lan 0001; Vaneet Aggarwal,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160374,https://dblp.org/db/conf/icra/icra2023.html#ChenLA23
Correspondence Identification in Collaborative Robot Perception through Maximin Hypergraph Matching.,ROBOT;PRIVACY_AND_SECURITY,Peng Gao 0009; Ziling Zhang; Rui Guo; Hongsheng Lu; Hao Zhang 0011,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196594,https://dblp.org/db/conf/icra/icra2020.html#GaoZGLZ20
UPLIFT: Unsupervised Person Labeling and Identification via Cooperative Learning with Mobile Robots.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Yu-Chee Tseng; Ting-Yuan Ke; Fang-Jing Wu,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161103,https://dblp.org/db/conf/icra/icra2023.html#TsengKW23
Efficient Self-Supervised Data Collection for Offline Robot Learning.,ROBOT;PRIVACY_AND_SECURITY,Shadi Endrawis; Gal Leibovich; Guy Jacob; Gal Novik; Aviv Tamar,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561097,https://dblp.org/db/conf/icra/icra2021.html#EndrawisLJNT21
Providing Local Resilience to Vulnerable Areas in Robotic Networks.,ROBOT;PRIVACY_AND_SECURITY,Matthew Cavorsi; Stephanie Gil,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812033,https://dblp.org/db/conf/icra/icra2022.html#CavorsiG22
LES: Locally Exploitative Sampling for Robot Path Planning.,ROBOT;PRIVACY_AND_SECURITY,Sagar Suhas Joshi; Seth Hutchinson 0001; Panagiotis Tsiotras,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160279,https://dblp.org/db/conf/icra/icra2023.html#JoshiHT23
Improving Autonomous Driving Safety with POP: A Framework for Accurate Partially Observed Trajectory Predictions.,ROBOT;PRIVACY_AND_SECURITY,Sheng Wang 0017; Yingbing Chen; Jie Cheng 0008; Xiaodong Mei 0001; Ren Xin; Yongkang Song; Ming Liu 0001,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610154,https://dblp.org/db/conf/icra/icra2024.html#WangCC0XSL24
Collaborative Robot-Assisted Endovascular Catheterization with Generative Adversarial Imitation Learning.,ROBOT;PRIVACY_AND_SECURITY,Wenqiang Chi; Giulio Dagnino; Trevor M. Y. Kwok; Anh Nguyen 0003; Dennis Kundrat; Mohamed E. M. K. Abdelaziz; Celia V. Riga; Colin D. Bicknell; Guang-Zhong Yang,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196912,https://dblp.org/db/conf/icra/icra2020.html#ChiDKNKARBY20
Envibroscope: Real-Time Monitoring and Prediction of Environmental Motion for Enhancing Safety in Robot-Assisted Microsurgery.,ROBOT;PRIVACY_AND_SECURITY,Alireza Alikhani; Satoshi Inagaki; Shervin Dehghani; Mathias Maier; Nassir Navab; M. Ali Nasseri,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611207,https://dblp.org/db/conf/icra/icra2024.html#AlikhaniIDMNN24
Beelines: Motion Prediction Metrics for Self-Driving Safety and Comfort.,ROBOT;PRIVACY_AND_SECURITY,Skanda Shridhar; Yuhang Ma; Tara Stentz; Zhengdi Shen; Galen Clark Haynes; Neil Traft,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9560950,https://dblp.org/db/conf/icra/icra2021.html#ShridharMSSHT21
Safety-critical Control of Quadrupedal Robots with Rolling Arms for Autonomous Inspection of Complex Environments.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Jaemin Lee; Jeeseop Kim; Wyatt Ubellacker; Tam; Aaron D. Ames,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610504,https://dblp.org/db/conf/icra/icra2024.html#LeeKUMA24
NaviFormer: A Data-Driven Robot Navigation Approach via Sequence Modeling and Path Planning with Safety Verification.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Xuyang Zhang; Ziyang Feng; Quecheng Qiu; Yu'an Chen; Bei Hua; Jianmin Ji,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610076,https://dblp.org/db/conf/icra/icra2024.html#ZhangFQCHJ24
Autonomous UAV Safety by Visual Human Crowd Detection Using Multi-Task Deep Neural Networks.,ROBOT;VISUAL;PRIVACY_AND_SECURITY;RISKY_KEYWORDS,Christos Papaioannidis; Ioannis Mademlis; Ioannis Pitas,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9560830,https://dblp.org/db/conf/icra/icra2021.html#PapaioannidisMP21
Parallel Optimization with Hard Safety Constraints for Cooperative Planning of Connected Autonomous Vehicles.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Zhenmin Huang; Haichao Liu; Shaojie Shen; Jun Ma 0008,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611158,https://dblp.org/db/conf/icra/icra2024.html#HuangLS024
HumanMimic: Learning Natural Locomotion and Transitions for Humanoid Robot via Wasserstein Adversarial Imitation.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Annan Tang; Takuma Hiraoka; Naoki Hiraoka; Fan Shi 0002; Kento Kawaharazuka; Kunio Kojima; Kei Okada; Masayuki Inaba,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610449,https://dblp.org/db/conf/icra/icra2024.html#TangHHSKKOI24
Achieving Autonomous Cloth Manipulation with Optimal Control via Differentiable Physics-Aware Regularization and Safety Constraints.,ROBOT;PRIVACY_AND_SECURITY,Yutong Zhang; Fei Liu 0033; Xiao Liang; Michael C. Yip,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611111,https://dblp.org/db/conf/icra/icra2024.html#ZhangLLY24
Scalable Learning of Safety Guarantees for Autonomous Systems using Hamilton-Jacobi Reachability.,ROBOT;PRIVACY_AND_SECURITY,Sylvia L. Herbert; Jason J. Choi; Suvansh Sanjeev; Marsalis T. Gibson; Koushil Sreenath; Claire J. Tomlin,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561561,https://dblp.org/db/conf/icra/icra2021.html#HerbertCSGST21
A Hierarchical Framework for Robot Safety using Whole-body Tactile Sensors.,ROBOT;PRIVACY_AND_SECURITY,Shuo Jiang; Lawson L. S. Wong,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610834,https://dblp.org/db/conf/icra/icra2024.html#JiangW24
Virtual Adversarial Humans finding Hazards in Robot Workplaces.,ROBOT;PRIVACY_AND_SECURITY,Tom Philip Huck; Christoph Ledermann; Torsten Kr,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561668,https://dblp.org/db/conf/icra/icra2021.html#HuckLK21
Model Identification and Control of a Low-cost Mobile Robot with Omnidirectional Wheels using Differentiable Physics.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Edgar Granados; Abdeslam Boularias; Kostas E. Bekris; Mridul Aanjaneya,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812454,https://dblp.org/db/conf/icra/icra2022.html#GranadosBBA22
SHAIL: Safety-Aware Hierarchical Adversarial Imitation Learning for Autonomous Driving in Urban Environments.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Arec L. Jamgochian; Etienne B; Johannes Fischer 0007; Mykel J. Kochenderfer,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161449,https://dblp.org/db/conf/icra/icra2023.html#JamgochianBFK23
Optimal scaling of dynamic safety zones for collaborative robotics.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Lorenzo Scalera; Renato Vidoni; Andrea Giusti,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561611,https://dblp.org/db/conf/icra/icra2021.html#ScaleraVG21
Enhancing Privacy in Robotics via Judicious Sensor Selection.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Stephen Eick; Annie I. Ant,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196983,https://dblp.org/db/conf/icra/icra2020.html#EickA20
An Upper Confidence Bound for Simultaneous Exploration and Exploitation in Heterogeneous Multi-Robot Systems.,ROBOT;PRIVACY_AND_SECURITY,Ki Myung Brian Lee; Felix H. Kong; Ricardo Cannizzaro; Jennifer L. Palmer; David Johnson; Chanyeol Yoo; Robert Fitch,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9560822,https://dblp.org/db/conf/icra/icra2021.html#LeeKCPJYF21
Multi-Layered Safety for Legged Robots via Control Barrier Functions and Model Predictive Control.,ROBOT;PRIVACY_AND_SECURITY,Ruben Grandia; Andrew J. Taylor; Aaron D. Ames; Marco Hutter 0001,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561510,https://dblp.org/db/conf/icra/icra2021.html#GrandiaTA021
Neural fidelity warping for efficient robot morphology design.,ROBOT;PRIVACY_AND_SECURITY,Sha Hu 0003; Zeshi Yang; Greg Mori,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561733,https://dblp.org/db/conf/icra/icra2021.html#HuYM21
A Safety-Adapted Loss for Pedestrian Detection in Autonomous Driving.,ROBOT;PRIVACY_AND_SECURITY,Maria Lyssenko; Piyush Pimplikar; Maarten Bieshaar; Farzad Nozarian; Rudolph Triebel,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610038,https://dblp.org/db/conf/icra/icra2024.html#LyssenkoPBNT24
Exploiting Trust for Resilient Hypothesis Testing with Malicious Robots.,ROBOT;PRIVACY_AND_SECURITY,Matthew Cavorsi; Orhan Eren Akg; Michal Yemini; Andrea J. Goldsmith; Stephanie Gil,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160385,https://dblp.org/db/conf/icra/icra2023.html#CavorsiAYGG23
Safety-Critical Coordination of Legged Robots via Layered Controllers and Forward Reachable Set based Control Barrier Functions.,ROBOT;PRIVACY_AND_SECURITY,Jeeseop Kim; Jaemin Lee; Aaron D. Ames,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610589,https://dblp.org/db/conf/icra/icra2024.html#KimLA24
Adversarial Skill Networks: Unsupervised Robot Skill Learning from Video.,ROBOT;PRIVACY_AND_SECURITY,Oier Mees; Markus Merklinger; Gabriel Kalweit; Wolfram Burgard,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196582,https://dblp.org/db/conf/icra/icra2020.html#MeesMKB20
Adversarial Training is Not Ready for Robot Learning.,ROBOT;PRIVACY_AND_SECURITY,Mathias Lechner; Ramin M. Hasani; Radu Grosu; Daniela Rus; Thomas A. Henzinger,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561036,https://dblp.org/db/conf/icra/icra2021.html#LechnerHGRH21
Dynamic Control Barrier Function-based Model Predictive Control to Safety-Critical Obstacle-Avoidance of Mobile Robot.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Zhuozhu Jian; Zihong Yan; Xuanang Lei; Zihong Lu; Bin Lan; Xueqian Wang 0001; Bin Liang 0001,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160857,https://dblp.org/db/conf/icra/icra2023.html#JianYLLLWL23
Identification and evaluation of a force model for multirotor UAVs.,ROBOT;PRIVACY_AND_SECURITY,Alexandre Letalenet; Pascal Morin,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9197317,https://dblp.org/db/conf/icra/icra2020.html#LetalenetM20
DanceHAT: Generate Stable Dances for Humanoid Robots with Adversarial Training.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Buqing Nie; Yue Gao 0005,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811649,https://dblp.org/db/conf/icra/icra2022.html#NieG22
Resilience in multi-robot target tracking through reconfiguration.,ROBOT;PRIVACY_AND_SECURITY,Ragesh K. Ramachandran; Nicole Fronda; Gaurav S. Sukhatme,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196961,https://dblp.org/db/conf/icra/icra2020.html#RamachandranFS20
Trajectory Planning with Safety Guaranty for a Multirotor based on the Forward and Backward Reachability Analysis.,ROBOT;PRIVACY_AND_SECURITY,Hoseong Seo; Clark Youngdong Son; Dongjae Lee; H. Jin Kim,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196760,https://dblp.org/db/conf/icra/icra2020.html#SeoSLK20
Interactive Planning for Autonomous Urban Driving in Adversarial Scenarios.,ROBOT;PRIVACY_AND_SECURITY,Yuanfu Luo; Malika Meghjani; Qi Heng Ho; David Hsu; Daniela Rus,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561344,https://dblp.org/db/conf/icra/icra2021.html#LuoMHHR21
Safety Evaluation of Robot Systems via Uncertainty Quantification.,ROBOT;PRIVACY_AND_SECURITY,Woo-Jeong Baek; Torsten Kr,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160598,https://dblp.org/db/conf/icra/icra2023.html#BaekK23
Runtime Safety Assurance for Learning-enabled Control of Autonomous Driving Vehicles.,ROBOT;PRIVACY_AND_SECURITY,Shengduo Chen; Yaowei Sun; Dachuan Li; Qiang Wang 0020; Qi Hao; Joseph Sifakis,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812177,https://dblp.org/db/conf/icra/icra2022.html#ChenSLWHS22
Intrusion Distance and Reaction Time Estimation for Safe and Efficient Industrial Robots.,ROBOT;PRIVACY_AND_SECURITY,Aquib Rashid; Ibrahim Al Nasser; Shuxiao Hou; Mohamad Bdiwi; Matthias Putz; Steffen Ihlenfeldt,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811900,https://dblp.org/db/conf/icra/icra2022.html#RashidNHBPI22
Fast Object Inertial Parameter Identification for Collaborative Robots.,ROBOT;PRIVACY_AND_SECURITY,Philippe Nadeau; Matthew Giamou; Jonathan Kelly,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9916213,https://dblp.org/db/conf/icra/icra2022.html#NadeauGK22
I Know You Can't See Me: Dynamic Occlusion-Aware Safety Validation of Strategic Planners for Autonomous Vehicles Using Hypergames.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Maximilian Kahn; Atrisha Sarkar; Krzysztof Czarnecki 0001,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812041,https://dblp.org/db/conf/icra/icra2022.html#KahnSC22
Experimental evaluation of a method for improving experiment design in robot identification.,ROBOT;PRIVACY_AND_SECURITY,Stefanie A. Zimmermann; Martin Enqvist; Svante Gunnarsson; Stig Moberg; Mikael Norrl,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161092,https://dblp.org/db/conf/icra/icra2023.html#ZimmermannEGMN23
Analysing the Safety and Security of a UV-C Disinfection Robot.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Desiana Nurchalifah; Sebastian Blumenthal; Luigi Lo Iacono; Nico Hochgeschwender,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160527,https://dblp.org/db/conf/icra/icra2023.html#NurchalifahBIH23
Distributed Attack-Robust Submodular Maximization for Multi-Robot Planning.,ROBOT;PRIVACY_AND_SECURITY,Lifeng Zhou; Vasileios Tzoumas; George J. Pappas; Pratap Tokekar,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9197243,https://dblp.org/db/conf/icra/icra2020.html#ZhouTPT20
Obscuring Objectives with Pareto-Optimal Privacy-Aware Trajectories in Multi-Robot Coverage.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Brennan Brodt; Alyssa Pierson,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160520,https://dblp.org/db/conf/icra/icra2023.html#BrodtP23
Adversarial Differentiable Data Augmentation for Autonomous Systems.,ROBOT;PRIVACY_AND_SECURITY,Manli Shu; Yu Shen; Ming C. Lin; Tom Goldstein,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561205,https://dblp.org/db/conf/icra/icra2021.html#ShuSLG21
Dynamic Modeling and Identification of a Robotic Intracardiac Echo Catheter.,ROBOT;PRIVACY_AND_SECURITY,Mohammad Salehizadeh; Filipe C. Pedrosa; Harmanpreet Bassan; Rajnikant V. Patel; Jayender Jagadeesan,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160319,https://dblp.org/db/conf/icra/icra2023.html#SalehizadehPBPJ23
System Identification of Space Manipulator Systems and its Implications on Robust Control Performance.,ROBOT;PRIVACY_AND_SECURITY,Georgios Rekleitis; Evangelos Papadopoulos,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610181,https://dblp.org/db/conf/icra/icra2024.html#RekleitisP24
Real-time Inertial Parameter Identification of Floating-Base Robots Through Iterative Primitive Shape Division.,ROBOT;VISUAL;PRIVACY_AND_SECURITY,Jiafeng Xu; Yu Zheng 0001; Xinyang Jiang; Sicheng Yang; Lingzhu Xiang; Zhengyou Zhang,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812214,https://dblp.org/db/conf/icra/icra2022.html#XuZJYXZ22
Excitation Trajectory Optimization for Dynamic Parameter Identification Using Virtual Constraints in Hands-on Robotic System.,ROBOT;PRIVACY_AND_SECURITY,Huanyu Tian; Martin Huber; Christopher E. Mower; Zhe Han; Changsheng Li; Xingguang Duan; Christos Bergeles,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610950,https://dblp.org/db/conf/icra/icra2024.html#TianHMHLDB24
Tree Instance Segmentation and Traits Estimation for Forestry Environments Exploiting LiDAR Data Collected by Mobile Robots.,ROBOT;ROBOT;VISUAL;PRIVACY_AND_SECURITY,Meher V. R. Malladi; Tiziano Guadagnino; Luca Lobefaro; Mat; Holger Griess; Janine Schweier; Nived Chebrolu; Maurice F. Fallon; Jens Behley; Cyrill Stachniss,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10611169,https://dblp.org/db/conf/icra/icra2024.html#MalladiGLMGSCFB24
Exploiting sparsity in robot trajectory optimization with direct collocation and geometric algorithms.,ROBOT;PRIVACY_AND_SECURITY,Daniel Cardona-Ortiz; Alvaro Paz; Gustavo Arechavaleta,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196668,https://dblp.org/db/conf/icra/icra2020.html#Cardona-OrtizPA20
Amplifying Laminar Jamming for Soft Robots by Geometry-Induced Rigidity.,ROBOT;PRIVACY_AND_SECURITY,Wen-Bo Li 0016; Xin-Yu Guo; Fu-Yi Fang; Wen-Ming Zhang,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561415,https://dblp.org/db/conf/icra/icra2021.html#LiGFZ21
Online Payload Identification for Tactile Robots Using the Momentum Observer.,ROBOT;PRIVACY_AND_SECURITY,Alexander Kurdas; Mazin Hamad; Jonathan Vorndamme; Nico Mansfeld; Saeed Abdolshah; Sami Haddadin,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9811691,https://dblp.org/db/conf/icra/icra2022.html#KurdasHVMAH22
"Collision Detection, Identification, and Localization on the DLR SARA Robot with Sensing Redundancy.",ROBOT;PRIVACY_AND_SECURITY,Maged Iskandar; Oliver Eiberger; Alin Albu-Sch; Alessandro De Luca 0001; Alexander Dietrich,2021,ICRA,https://doi.org/10.1109/ICRA48506.2021.9561677,https://dblp.org/db/conf/icra/icra2021.html#IskandarEA0D21
Modular Robot Design Optimization with Generative Adversarial Networks.,ROBOT;PRIVACY_AND_SECURITY,Jiaheng Hu; Julian Whitman; Matthew J. Travers; Howie Choset,2022,ICRA,https://doi.org/10.1109/ICRA46639.2022.9812091,https://dblp.org/db/conf/icra/icra2022.html#HuWTC22
Efficient RRT*-based Safety-Constrained Motion Planning for Continuum Robots in Dynamic Environments.,ROBOT;PRIVACY_AND_SECURITY,Peiyu Luo; Shilong Yao; Yiyao Yue; Jiankun Wang 0001; Hong Yan 0001; Max Q.-H. Meng,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610309,https://dblp.org/db/conf/icra/icra2024.html#LuoYY00M24
Human Non-Compliance with Robot Spatial Ownership Communicated via Augmented Reality: Implications for Human-Robot Teaming Safety.,ROBOT;PRIVACY_AND_SECURITY,Christine T. Chang; Matthew B. Luebbers; Mitchell Hebert; Bradley Hayes,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10161277,https://dblp.org/db/conf/icra/icra2023.html#ChangLHH23
Adversarial Appearance Learning in Augmented Cityscapes for Pedestrian Recognition in Autonomous Driving.,ROBOT;PRIVACY_AND_SECURITY,Artem Savkin; Thomas Lapotre; Kevin Strauss; Uzair Akbar; Federico Tombari,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9197024,https://dblp.org/db/conf/icra/icra2020.html#SavkinLSAT20
A Deep Learning Framework for Non-Symmetrical Coulomb Friction Identification of Robotic Manipulators.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Marcel Gabriel Lahoud; Gabriele Marchello; Mariapaola D'Imperio; A. M; Ferdinando Cannella,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610737,https://dblp.org/db/conf/icra/icra2024.html#LahoudMDMC24
Characterizing Physical Adversarial Attacks on Robot Motion Planners.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Wenxi Wu; Fabio Pierazzi; Yali Du 0001; Martim Brand,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610344,https://dblp.org/db/conf/icra/icra2024.html#WuP0B24
A Novel Model for Layer Jamming-based Continuum Robots.,ROBOT;PRIVACY_AND_SECURITY,Bowen Yi; Yeman Fan; Dikai Liu,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610912,https://dblp.org/db/conf/icra/icra2024.html#YiFL24
Identification of a Generalized Base Inertial Parameter Set of Robotic Manipulators Considering Mounting Configurations.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Mario Tr; Abdeldjallil Naceri; Xiao Chen; Hamid Sadeghian; Sami Haddadin,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160248,https://dblp.org/db/conf/icra/icra2023.html#TrobingerNCSH23
