title,authors,year,venue,ee,url,matched categories,match counts
"Minimizing a Smartphone's TCB for Security-Critical Programs with Exclusively-Used, Physically-Isolated, Statically-Partitioned Hardware.",Zhihao Yao 0001; Seyed Mohammadjavad Seyed Talebi; Mingyi Chen; Ardalan Amiri Sani; Thomas E. Anderson,2023,MobiSys,https://doi.org/10.1145/3581791.3596864,https://dblp.org/db/conf/mobisys/mobisys2023.html#YaoTCSA23,PRIVACY_AND_SECURITY,1
Approximate query service on autonomous IoT cameras.,Mengwei Xu; Xiwen Zhang; Yunxin Liu 0001; Gang Huang 0001; Xuanzhe Liu; Felix Xiaozhu Lin,2020,MobiSys,https://doi.org/10.1145/3386901.3388948,https://dblp.org/db/conf/mobisys/mobisys2020.html#XuZL0LL20,"RISKY_KEYWORDS, VISUAL",2
Performance of a networked human-drone team: command response and interaction effects.,Alexander Freistetter; Manuela Pollak; Karin Anna Hummel,2020,DroNet@MobiSys,https://doi.org/10.1145/3396864.3399703,https://dblp.org/db/conf/mobisys/dronet2020.html#FreistetterPH20,ROBOT,1
Gateway over the air: towards pervasive internet connectivity for commodity IoT.,Jinhwan Jung; Jihoon Ryoo; Yung Yi; Song Min Kim,2020,MobiSys,https://doi.org/10.1145/3386901.3388949,https://dblp.org/db/conf/mobisys/mobisys2020.html#JungRYK20,RISKY_KEYWORDS,1
Mosaic: leveraging diverse reflector geometries for omnidirectional around-corner automotive radar.,Timothy Woodford; Xinyu Zhang 0003; Eugene Chai; Karthikeyan Sundaresan,2022,MobiSys,https://doi.org/10.1145/3498361.3538944,https://dblp.org/db/conf/mobisys/mobisys2022.html#WoodfordZCS22,RADAR,1
Sunflower: locating underwater robots from the air.,Charles J. Carver; Qijia Shao; Samuel Lensgraf; Amy Sniffen; Maxine Perroni-Scharf; Hunter Gallant; Alberto Quattrini Li; Xia Zhou,2022,MobiSys,https://doi.org/10.1145/3498361.3539773,https://dblp.org/db/conf/mobisys/mobisys2022.html#CarverSLSPGLZ22,ROBOT,1
Sunflower: locating underwater robots from the air: video.,Charles J. Carver; Qijia Shao; Samuel Lensgraf; Amy Sniffen; Maxine Perroni-Scharf; Hunter Gallant; Alberto Quattrini Li; Xia Zhou,2022,MobiSys,https://doi.org/10.1145/3498361.3538656,https://dblp.org/db/conf/mobisys/mobisys2022.html#CarverSLSPGLZ22a,ROBOT,1
Owlet: enabling spatial information in ubiquitous acoustic devices.,Nakul Garg; Yang Bai 0009; Nirupam Roy,2021,MobiSys,https://doi.org/10.1145/3458864.3467880,https://dblp.org/db/conf/mobisys/mobisys2021.html#GargBR21,AUDIO,1
"Pain-o-vision, effortless pain management.",Brian Ramprasad; Hongkai Chen; Alexandre da Silva Veith; Khai N. Truong; Eyal de Lara,2021,MobiSys,https://doi.org/10.1145/3458864.3466907,https://dblp.org/db/conf/mobisys/mobisys2021.html#RamprasadCVTL21,VISUAL,1
SonicPrint: a generally adoptable and secure fingerprint biometrics in smart devices.,Aditya Singh Rathore; Weijin Zhu; Afee Daiyan; Chenhan Xu; Kun Wang 0005; Feng Lin 0004; Kui Ren 0001; Wenyao Xu,2020,MobiSys,https://doi.org/10.1145/3386901.3388939,https://dblp.org/db/conf/mobisys/mobisys2020.html#RathoreZDXWL0X20,DEPLOYMENT,1
Communication in a Drone-Platoon using Geographic Routing.,Tripti Samal; Rudra Dutta,2022,DroNet@MobiSys,https://doi.org/10.1145/3539493.3539580,https://dblp.org/db/conf/mobisys/dronet2022.html#SamalD22,ROBOT,1
"Observing wideband RF spectrum with low-cost, resource limited SDRs.",Raghav Subbaraman; Nishant Bhaskar; Sam Crow; Moein Khazraee; Aaron Schulman; Dinesh Bharadia,2022,MobiSys,https://doi.org/10.1145/3498361.3538662,https://dblp.org/db/conf/mobisys/mobisys2022.html#SubbaramanBCKSB22,RISKY_KEYWORDS,1
MegaMind: a platform for security & privacy extensions for voice assistants.,Seyed Mohammadjavad Seyed Talebi; Ardalan Amiri Sani; Stefan Saroiu; Alec Wolman,2021,MobiSys,https://doi.org/10.1145/3458864.3467962,https://dblp.org/db/conf/mobisys/mobisys2021.html#TalebiSSW21,"AUDIO, PRIVACY_AND_SECURITY",3
"A modular, extensible framework for modern visual SLAM systems.",Sofiya Semenova; Pranay Meshram; Timothy Chase; Steven Y. Ko; Yu David Liu; Lukasz Ziarek; Karthik Dantu,2022,MobiSys,https://doi.org/10.1145/3498361.3538793,https://dblp.org/db/conf/mobisys/mobisys2022.html#SemenovaMCKLZD22,VISUAL,1
Lost and Found!: associating target persons in camera surveillance footage with smartphone identifiers.,Hansi Liu; Abrar Alali; Mohamed Ibrahim; Hongyu Li; Marco Gruteser; Shubham Jain; Kristin J. Dana; Ashwin Ashok; Bin Cheng 0002; Hongsheng Lu,2021,MobiSys,https://doi.org/10.1145/3458864.3466904,https://dblp.org/db/conf/mobisys/mobisys2021.html#LiuAILGJDA0L21,"PRIVACY_AND_SECURITY, VISUAL",2
Laser speckle using smartphone LiDAR.,Justin Chan; Shyamnath Gollakota,2022,MobiSys,https://doi.org/10.1145/3498361.3538670,https://dblp.org/db/conf/mobisys/mobisys2022.html#ChanG22a,VISUAL,1
CACTUS: Dynamically Switchable Context-aware micro-Classifiers for Efficient IoT Inference.,Mohammad Mehdi Rastikerdar; Jin Huang; Shiwei Fang; Hui Guan 0001; Deepak Ganesan,2024,MobiSys,https://doi.org/10.1145/3643832.3661888,https://dblp.org/db/conf/mobisys/mobisys2024.html#RastikerdarHF0G24,RISKY_KEYWORDS,1
EarHealth: an earphone-based acoustic otoscope for detection of multiple ear diseases in daily life.,Yincheng Jin; Yang Gao 0025; Xiaotao Guo; Jun Wen; Zhengxiong Li; Zhanpeng Jin,2022,MobiSys,https://doi.org/10.1145/3498361.3538935,https://dblp.org/db/conf/mobisys/mobisys2022.html#Jin0GWLJ22,AUDIO,1
Augmenting mmWave localization accuracy through sub-6 GHz on off-the-shelf devices.,Alejandro Blanco Pizarro; Pablo Jim; Francesco Gringoli; Joerg Widmer,2022,MobiSys,https://doi.org/10.1145/3498361.3538920,https://dblp.org/db/conf/mobisys/mobisys2022.html#PizarroMGW22,RADAR,1
Contactless Material Identification with Millimeter Wave Vibrometry.,Hailan Shanbhag; Sohrab Madani; Akhil Isanaka; Deepak Nair; Saurabh Gupta 0001; Haitham Hassanieh,2023,MobiSys,https://doi.org/10.1145/3581791.3596850,https://dblp.org/db/conf/mobisys/mobisys2023.html#ShanbhagMIN0H23,RADAR,1
Privacy-aware decentralized multi-slice traffic forecasting.,Hnin Pann Phyu; Diala Naboulsi; Razvan Stanica,2022,MobiSys,https://doi.org/10.1145/3498361.3538772,https://dblp.org/db/conf/mobisys/mobisys2022.html#PhyuNS22,PRIVACY_AND_SECURITY,1
ClusterFL: a similarity-aware federated learning system for human activity recognition.,Xiaomin Ouyang; Zhiyuan Xie; Jiayu Zhou; Jianwei Huang 0001; Guoliang Xing,2021,MobiSys,https://doi.org/10.1145/3458864.3467681,https://dblp.org/db/conf/mobisys/mobisys2021.html#OuyangXZHX21,SENSOR_USE_CASES,1
Performance Monitoring for Exercise Movements using Mobile Cameras.,Morteza Mohammady Gharasuie; Noah Jennings; Shubham Jain,2021,BodySys@MobiSys,https://doi.org/10.1145/3469260.3469665,https://dblp.org/db/conf/mobisys/bodysys2021.html#GharasuieJJ21,VISUAL,1
No More Companion Apps Hacking but One Dongle: Hub-Based Blackbox Fuzzing of IoT Firmware.,Xiaoyue Ma; Qiang Zeng 0001; Haotian Chi; Lannan Luo,2023,MobiSys,https://doi.org/10.1145/3581791.3596857,https://dblp.org/db/conf/mobisys/mobisys2023.html#Ma0CL23,RISKY_KEYWORDS,1
Plantar Biometrics for Edge Computing.,Mads Stege; Charalampos Orfanidis; Xenofon Fafoutis,2022,BodySys@MobiSys,https://doi.org/10.1145/3539489.3539589,https://dblp.org/db/conf/mobisys/bodysys2022.html#StegeOF22,PRIVACY_SOLUTIONS,1
Vision and Radar Multimodal Aided Beam Prediction: Facilitating Metaverse Development.,Jiali Nie; Quan Zhou 0008; Junsheng Mu; Xiaojun Jing,2023,ISACom@MobiSys,https://doi.org/10.1145/3597065.3597449,https://dblp.org/db/conf/mobisys/isacom2023.html#NieZMJ23,"RADAR, VISUAL",2
SecWIR: securing smart home IoT communications via wi-fi routers with embedded intelligence.,Xinyu Lei; Guan-Hua Tu; Chi-Yu Li 0001; Tian Xie 0001; Mi Zhang 0002,2020,MobiSys,https://doi.org/10.1145/3386901.3388941,https://dblp.org/db/conf/mobisys/mobisys2020.html#LeiTLXZ20,"DEPLOYMENT, RISKY_KEYWORDS",2
Enabling Body-Centric Computing Applications with LED-to-Camera Communication.,Omer Dalgic; Daniele Puccinelli; Marco Zuniga,2022,BodySys@MobiSys,https://doi.org/10.1145/3539489.3539588,https://dblp.org/db/conf/mobisys/bodysys2022.html#DalgicPZ22,VISUAL,1
Real-time camera analytics for enhancing traffic intersection safety.,Mahshid Ghasemi; Sofia Kleisarchaki; Thomas Calmant; Levent G; Javad Ghaderi; Zoran Kostic; Gil Zussman,2022,MobiSys,https://doi.org/10.1145/3498361.3538669,https://dblp.org/db/conf/mobisys/mobisys2022.html#GhasemiKCGGKZ22,VISUAL,1
Xihe: a 3D vision-based lighting estimation framework for mobile augmented reality.,Yiqin Zhao; Tian Guo 0001,2021,MobiSys,https://doi.org/10.1145/3458864.3467886,https://dblp.org/db/conf/mobisys/mobisys2021.html#ZhaoG21,VISUAL,1
SPiDR: ultra-low-power acoustic spatial sensing for micro-robot navigation.,Yang Bai 0009; Nakul Garg; Nirupam Roy,2022,MobiSys,https://doi.org/10.1145/3498361.3539775,https://dblp.org/db/conf/mobisys/mobisys2022.html#BaiGR22,"AUDIO, ROBOT",3
Connected Ad-Hoc swarm of drones.,Kiril Danilchenko; Michael Segal 0001,2020,DroNet@MobiSys,https://doi.org/10.1145/3396864.3399699,https://dblp.org/db/conf/mobisys/dronet2020.html#Danilchenko020,ROBOT,1
Reverse engineering and retrofitting robotic aerial vehicle control firmware using dispatch.,Taegyu Kim; Aolin Ding; Sriharsha Etigowni; Pengfei Sun; Jizhou Chen; Luis Garcia 0001; Saman A. Zonouz; Dongyan Xu; Dave (Jing) Tian,2022,MobiSys,https://doi.org/10.1145/3498361.3538938,https://dblp.org/db/conf/mobisys/mobisys2022.html#KimDESCGZXT22,ROBOT,1
Ultra-low-power acoustic imaging.,Yang Bai 0009; Nakul Garg; Nirupam Roy,2022,MobiSys,https://doi.org/10.1145/3498361.3538765,https://dblp.org/db/conf/mobisys/mobisys2022.html#BaiGR22a,AUDIO,1
Position Paper: MoViz: UWB-IMU Sensors as Input to Body-Movement Visualizations.,Alfi Misha Antony Selvin Raj; Yifeng Cao; Yunzhi Li; Radhika Hatolkar; Ashutosh Dhekne,2024,BodySys@MobiSys,https://doi.org/10.1145/3662009.3662018,https://dblp.org/db/conf/mobisys/bodysys2024.html#RajCLHD24,"RISKY_KEYWORDS, VISUAL",2
Invisible Optical Adversarial Stripes on Traffic Sign against Autonomous Vehicles.,Dongfang Guo; Yuting Wu; Yimin Dai; Pengfei Zhou; Xin Lou; Rui Tan 0001,2024,MobiSys,https://doi.org/10.1145/3643832.3661854,https://dblp.org/db/conf/mobisys/mobisys2024.html#GuoWDZL024,"PRIVACY_AND_SECURITY, ROBOT",2
Motion inspires notion: self-supervised visual-LiDAR fusion for environment depth estimation.,Danyang Li; Jingao Xu; Zheng Yang 0002; Qian Zhang 0017; Qiang Ma 0007; Li Zhang 0028; Pengpeng Chen,2022,MobiSys,https://doi.org/10.1145/3498361.3538918,https://dblp.org/db/conf/mobisys/mobisys2022.html#LiXYZMZC22,VISUAL,3
ChirpTransformer: Versatile LoRa Encoding for Low-power Wide-area IoT.,Chenning Li; Yidong Ren; Shuai Tong; Shakhrul Iman Siam; Mi Zhang 0002; Jiliang Wang; Yunhao Liu 0001; Zhichao Cao 0001,2024,MobiSys,https://doi.org/10.1145/3643832.3661861,https://dblp.org/db/conf/mobisys/mobisys2024.html#LiRTSZW0024,RISKY_KEYWORDS,1
EdgeKeeper: resilient and lightweight coordination for mobile edge computing systems.,Suman Bhunia; Radu Stoleru; Amran Haroon; Mohammad Sagor; Ala Altaweel; Mengyuan Chao; Maxwell Maurice; Roger Blalock 0001,2022,MobiSys,https://doi.org/10.1145/3498361.3538792,https://dblp.org/db/conf/mobisys/mobisys2022.html#BhuniaSHSACMB22,PRIVACY_SOLUTIONS,1
When VLC Meets Under-Screen Camera.,Hanting Ye; Jie Xiong 0001; Qing Wang 0007,2023,MobiSys,https://doi.org/10.1145/3581791.3596855,https://dblp.org/db/conf/mobisys/mobisys2023.html#YeXW23,VISUAL,1
On utilizing smartphone cameras to detect counterfeit liquid food products.,Bangjie Sun; Sean Rui Xiang Tan; Zhiwei Ren; Mun Choon Chan; Jun Han 0001,2022,MobiSys,https://doi.org/10.1145/3498361.3538779,https://dblp.org/db/conf/mobisys/mobisys2022.html#SunTRCH22a,VISUAL,1
Adaptive Metasurface-Based Acoustic Imaging using Joint Optimization.,Yongjian Fu; Yongzhao Zhang; Yu Lu; Lili Qiu; Yi-Chao Chen 0001; Yezhou Wang; Mei Wang; Yijie Li 0002; Ju Ren 0001; Yaoxue Zhang,2024,MobiSys,https://doi.org/10.1145/3643832.3661863,https://dblp.org/db/conf/mobisys/mobisys2024.html#FuZLQ0WWL0Z24,AUDIO,1
Real-time attention state visualization of online classes.,Taeckyung Lee; Hye-Young Chung; Sooyoung Park; Dongwhi Kim; Sung-Ju Lee,2022,MobiSys,https://doi.org/10.1145/3498361.3538655,https://dblp.org/db/conf/mobisys/mobisys2022.html#LeeCPKL22,VISUAL,1
Adaptable mobile vision systems through multi-exit neural networks.,Alexandros Kouris; Stylianos I. Venieris; Stefanos Laskaridis; Nicholas D. Lane,2022,MobiSys,https://doi.org/10.1145/3498361.3538791,https://dblp.org/db/conf/mobisys/mobisys2022.html#KourisVLL22,VISUAL,1
ITrackU: tracking a pen-like instrument via UWB-IMU fusion.,Yifeng Cao; Ashutosh Dhekne; Mostafa H. Ammar,2021,MobiSys,https://doi.org/10.1145/3458864.3467885,https://dblp.org/db/conf/mobisys/mobisys2021.html#CaoDA21,RISKY_KEYWORDS,1
LensCap: split-process framework for fine-grained visual privacy control for augmented reality apps.,Jinhan Hu; Andrei Iosifescu; Robert LiKamWa,2021,MobiSys,https://doi.org/10.1145/3458864.3467676,https://dblp.org/db/conf/mobisys/mobisys2021.html#HuIL21,"PRIVACY_AND_SECURITY, VISUAL",3
SoilCares: Towards Low-cost Soil Macronutrients and Moisture Monitoring Using RF-VNIR Sensing.,Juexing Wang; Yuda Feng; Gouree Kumbhar; Guangjing Wang 0001; Qiben Yan; Qingxu Jin; Robert C. Ferrier; Jie Xiong 0001; Tianxing Li 0001,2024,MobiSys,https://doi.org/10.1145/3643832.3661868,https://dblp.org/db/conf/mobisys/mobisys2024.html#WangFK0YJFXL24,RISKY_KEYWORDS,1
Analyzing Swimming Performance Using Drone Captured Aerial Videos.,Thu Tran; Kenny Tsu Wei Choo; Shaohui Foong; Hitesh Bhardwaj; Shane Kyi Hla Win; Wei Jun Ang; Kenneth Goh; Rajesh Krishna Balan,2024,DroNet@MobiSys,https://doi.org/10.1145/3661810.3663464,https://dblp.org/db/conf/mobisys/dronet2024.html#TranCFBWAGB24,ROBOT,1
Acoustic ruler using wireless earbud.,Ruofeng Liu; Wenjun Jiang; Xun Chen,2021,MobiSys,https://doi.org/10.1145/3458864.3466905,https://dblp.org/db/conf/mobisys/mobisys2021.html#LiuJC21,AUDIO,1
Adaptive voltage scaling to balance energy savings and image quality in cameras.,Venkatesh Kodukula; Mason Manetta; Robert LiKamWa,2022,MobiSys,https://doi.org/10.1145/3498361.3538776,https://dblp.org/db/conf/mobisys/mobisys2022.html#KodukulaML22,VISUAL,1
CW-AcousLen: A Configurable Wideband Acoustic Metasurface.,Juan He; Jie Xiong 0001; Weihang Hu; Chao Feng 0004; Enjie Yao; Xiaojing Wang; Chen Liu 0002; Xiaojiang Chen,2024,MobiSys,https://doi.org/10.1145/3643832.3661882,https://dblp.org/db/conf/mobisys/mobisys2024.html#HeXHFYWLC24,AUDIO,1
Enhancing mmWave Radar Sensing Using a Phased-MIMO Architecture.,Kai Zheng 0003; Wuqiong Zhao; Timothy Woodford; Renjie Zhao 0001; Xinyu Zhang 0003; Yingbo Hua,2024,MobiSys,https://doi.org/10.1145/3643832.3661865,https://dblp.org/db/conf/mobisys/mobisys2024.html#0003ZW00H24,RADAR,2
Criticality Aware Canvas-based Visual Perception at the Edge.,Ila Gokarn,2024,MobiSys,https://doi.org/10.1145/3643832.3661386,https://dblp.org/db/conf/mobisys/mobisys2024.html#Gokarn24,VISUAL,1
Protecting software design in cloud using AWS IoT.,Nitesh Kumar Jangid; Mukesh Kumar Gupta,2022,MobiSys,https://doi.org/10.1145/3498361.3538784,https://dblp.org/db/conf/mobisys/mobisys2022.html#JangidG22,RISKY_KEYWORDS,1
Enabling Hands-Free Voice Assistant Activation on Earphones.,Tao Chen 0033; Yongjie Yang 0008; Chonghao Qiu; Xiaoran Fan; Xiuzhen Guo; Longfei Shangguan,2024,MobiSys,https://doi.org/10.1145/3643832.3661890,https://dblp.org/db/conf/mobisys/mobisys2024.html#ChenYQFGS24,AUDIO,1
Battery-Free Camera Occupancy Detection System.,Ali Saffari; Sin Yong Tan; Mohamad Katanbaf; Homagni Saha; Joshua R. Smith 0001; Soumik Sarkar,2021,EMDL@MobiSys,https://doi.org/10.1145/3469116.3470013,https://dblp.org/db/conf/mobisys/emdl2021.html#SaffariTKSSS21,"SENSOR_USE_CASES, VISUAL",2
ThingSpire OS: a WebAssembly-based IoT operating system for cloud-edge integration.,Borui Li 0001; Hongchang Fan; Yi Gao 0001; Wei Dong 0001,2021,MobiSys,https://doi.org/10.1145/3458864.3466910,https://dblp.org/db/conf/mobisys/mobisys2021.html#LiFG021,RISKY_KEYWORDS,1
A Path to Holistic Privacy in Stream Processing Systems.,Mikhail Fomichev,2023,MobiSys,https://doi.org/10.1145/3581791.3597510,https://dblp.org/db/conf/mobisys/mobisys2023.html#Fomichev23,PRIVACY_AND_SECURITY,1
Wi-drone: wi-fi-based 6-DoF tracking for indoor drone flight control.,Guoxuan Chi; Zheng Yang 0002; Jingao Xu; Chenshu Wu; Jialin Zhang; Jianzhe Liang; Yunhao Liu 0001,2022,MobiSys,https://doi.org/10.1145/3498361.3538936,https://dblp.org/db/conf/mobisys/mobisys2022.html#Chi0XWZLL22,ROBOT,1
Fusang: Graph-inspired Robust and Accurate Object Recognition on Commodity mmWave Devices.,Guorong He; Shaojie Chen; Dan Xu 0003; Xiaojiang Chen; Yaxiong Xie; Xinhuai Wang; Dingyi Fang,2023,MobiSys,https://doi.org/10.1145/3581791.3596849,https://dblp.org/db/conf/mobisys/mobisys2023.html#HeC0CXWF23,RADAR,1
A smart agent guided contactless data collection system amid a pandemic.,Murtadha Aldeer; Justin Yu; Tahiya Chowdhury; Joseph Florentine; Jakub Kolodziejski; Richard E. Howard; Richard P. Martin; Jorge Ortiz 0001,2021,MobiSys,https://doi.org/10.1145/3458864.3466908,https://dblp.org/db/conf/mobisys/mobisys2021.html#AldeerYCFKHMO21,PRIVACY_AND_SECURITY,1
An Experimental Analysis on Drone-Mounted Access Points for Improved Latency-Reliability.,Igor Donevski; Christian Raffelsberger; Micha Sende; Aymen Fakhreddine; Jimmy Jessen Nielsen,2021,DroNet@MobiSys,https://doi.org/10.1145/3469259.3470489,https://dblp.org/db/conf/mobisys/dronet2021.html#DonevskiRSFN21,ROBOT,1
Position: drone camera communication meets robotic soil sensing.,Bhawana Chhaglani; Harsh Gupta; Khadija Ashraf; Ashwin Ashok,2021,IoL@MobiSys,https://doi.org/10.1145/3469264.3469803,https://dblp.org/db/conf/mobisys/iol2021.html#ChhaglaniGAA21,"ROBOT, VISUAL",3
Personalized health monitoring via vital sign measurements leveraging motion sensors on AR/VR headsets.,Tianfang Zhang; Cong Shi 0004; Tianming Zhao 0001; Zhengkun Ye; Payton Walker; Nitesh Saxena; Yan Wang 0003; Yingying Chen 0001,2022,MobiSys,https://doi.org/10.1145/3498361.3538768,https://dblp.org/db/conf/mobisys/mobisys2022.html#Zhang00YWS0C22,SENSOR_USE_CASES,1
BeeCluster: drone orchestration via predictive optimization.,Songtao He; Favyen Bastani; Arjun Balasingam; Karthik Gopalakrishnan 0002; Ziwen Jiang; Mohammad Alizadeh; Hari Balakrishnan; Michael J. Cafarella; Tim Kraska; Sam Madden 0001,2020,MobiSys,https://doi.org/10.1145/3386901.3388912,https://dblp.org/db/conf/mobisys/mobisys2020.html#HeBBGJABCKM20,ROBOT,1
Radarize: Enhancing Radar SLAM with Generalizable Doppler-Based Odometry.,Emerson Sie; Xinyu Wu; Heyu Guo; Deepak Vasisht,2024,MobiSys,https://doi.org/10.1145/3643832.3661871,https://dblp.org/db/conf/mobisys/mobisys2024.html#SieWGV24,RADAR,1
BioCase: Privacy Protection via Acoustic Sensing of Finger Touches on Smartphone Case Mini-Structures.,Yilin Yang; Xin Li 0116; Zhengkun Ye; Yan Wang 0003; Yingying Chen 0001,2023,MobiSys,https://doi.org/10.1145/3581791.3596841,https://dblp.org/db/conf/mobisys/mobisys2023.html#YangLYWC23,"AUDIO, PRIVACY_AND_SECURITY",2
SOS: isolated health monitoring system to save our satellites.,Sujay Narayana; R. Venkatesha Prasad; T. Venkata Prabhakar,2021,MobiSys,https://doi.org/10.1145/3458864.3466862,https://dblp.org/db/conf/mobisys/mobisys2021.html#NarayanaPP21,SENSOR_USE_CASES,1
Interference by Drones to 5G Ground Users: A Simulation Study.,Enrique Caballero; Aymen Fakhreddine; Christian Bettstetter,2023,DroNet@MobiSys,https://doi.org/10.1145/3597060.3597238,https://dblp.org/db/conf/mobisys/dronet2023.html#CaballeroFB23,ROBOT,1
DF-Sense: Multi-user Acoustic Sensing for Heartbeat Monitoring with Dualforming.,Lei Wang 0152; Tao Gu 0001; Wei Li 0059; Haipeng Dai 0001; Yong Zhang 0001; Dongxiao Yu; Chenren Xu; Daqing Zhang 0001,2023,MobiSys,https://doi.org/10.1145/3581791.3596867,https://dblp.org/db/conf/mobisys/mobisys2023.html#WangGLDZYX023,AUDIO,1
Apple in my eyes (AIME): liveness detection for mobile security using corneal specular reflections.,Muhammad Mohzary; Khalid J. Almalki; Baek-Young Choi; Sejun Song,2021,MobiSys,https://doi.org/10.1145/3458864.3466911,https://dblp.org/db/conf/mobisys/mobisys2021.html#MohzaryACS21,PRIVACY_AND_SECURITY,1
Probabilistic Two-Ray Model for Air-to-Air Channel in Urban Drone Networks.,Zhuangzhuang Cui; Sofie Pollin; Zhangdui Zhong,2022,DroNet@MobiSys,https://doi.org/10.1145/3539493.3539582,https://dblp.org/db/conf/mobisys/dronet2022.html#CuiPZ22,ROBOT,1
mm3DFace: Nonintrusive 3D Facial Reconstruction Leveraging mmWave Signals.,Jiahong Xie; Hao Kong; Jiadi Yu; Yingying Chen 0001; Linghe Kong; Yanmin Zhu 0006; Feilong Tang,2023,MobiSys,https://doi.org/10.1145/3581791.3596839,https://dblp.org/db/conf/mobisys/mobisys2023.html#XieKY0KZT23,RADAR,1
A millimeter-wave wireless sensing approach for at-home exercise recognition.,Edward M. Sitar; Moh Sabbir Saadat; Sanjib Sur 0001,2022,MobiSys,https://doi.org/10.1145/3498361.3538781,https://dblp.org/db/conf/mobisys/mobisys2022.html#SitarSS22,RADAR,1
Enabling 6D Pose Tracking on Your Acoustic Devices.,Yuanyuan Wu; Sheng Chen 0008; Xuanqi Meng; Xinyu Tong; Xiulong Liu; Xin Xie 0001; Wenyu Qu,2024,MobiSys,https://doi.org/10.1145/3643832.3661875,https://dblp.org/db/conf/mobisys/mobisys2024.html#WuCMTLXQ24,AUDIO,1
Programming Human-Drone Interactions: Lessons from the Drone Arena Challenge.,Mousa Sondoqah; Fehmi Ben Abdesslem; Kristina Popova; Moira McGregor; Joseph La Delfa; Rachael Garrett; Airi Lampinen; Luca Mottola; Kristina H,2024,DroNet@MobiSys,https://doi.org/10.1145/3661810.3663471,https://dblp.org/db/conf/mobisys/dronet2024.html#SondoqahAPMDGLM24,ROBOT,1
MotionCompass: pinpointing wireless camera via motion-activated traffic.,Yan He; Qiuye He; Song Fang 0001; Yao Liu 0007,2021,MobiSys,https://doi.org/10.1145/3458864.3467683,https://dblp.org/db/conf/mobisys/mobisys2021.html#HeHF021,VISUAL,1
