title,authors,year,venue,ee,url,matched categories,match counts
An Experimental Analysis on Drone-Mounted Access Points for Improved Latency-Reliability.,Igor Donevski; Christian Raffelsberger; Micha Sende; Aymen Fakhreddine; Jimmy Jessen Nielsen,2021,DroNet@MobiSys,https://doi.org/10.1145/3469259.3470489,https://dblp.org/db/conf/mobisys/dronet2021.html#DonevskiRSFN21,ROBOT,1
Position: drone camera communication meets robotic soil sensing.,Bhawana Chhaglani; Harsh Gupta; Khadija Ashraf; Ashwin Ashok,2021,IoL@MobiSys,https://doi.org/10.1145/3469264.3469803,https://dblp.org/db/conf/mobisys/iol2021.html#ChhaglaniGAA21,"ROBOT, VISUAL",3
BeeCluster: drone orchestration via predictive optimization.,Songtao He; Favyen Bastani; Arjun Balasingam; Karthik Gopalakrishnan 0002; Ziwen Jiang; Mohammad Alizadeh; Hari Balakrishnan; Michael J. Cafarella; Tim Kraska; Sam Madden 0001,2020,MobiSys,https://doi.org/10.1145/3386901.3388912,https://dblp.org/db/conf/mobisys/mobisys2020.html#HeBBGJABCKM20,ROBOT,1
Interference by Drones to 5G Ground Users: A Simulation Study.,Enrique Caballero; Aymen Fakhreddine; Christian Bettstetter,2023,DroNet@MobiSys,https://doi.org/10.1145/3597060.3597238,https://dblp.org/db/conf/mobisys/dronet2023.html#CaballeroFB23,ROBOT,1
Probabilistic Two-Ray Model for Air-to-Air Channel in Urban Drone Networks.,Zhuangzhuang Cui; Sofie Pollin; Zhangdui Zhong,2022,DroNet@MobiSys,https://doi.org/10.1145/3539493.3539582,https://dblp.org/db/conf/mobisys/dronet2022.html#CuiPZ22,ROBOT,1
Programming Human-Drone Interactions: Lessons from the Drone Arena Challenge.,Mousa Sondoqah; Fehmi Ben Abdesslem; Kristina Popova; Moira McGregor; Joseph La Delfa; Rachael Garrett; Airi Lampinen; Luca Mottola; Kristina H,2024,DroNet@MobiSys,https://doi.org/10.1145/3661810.3663471,https://dblp.org/db/conf/mobisys/dronet2024.html#SondoqahAPMDGLM24,ROBOT,1
DRUBER: a trustable decentralized drone-based delivery system.,Novella Bartolini; Andrea Coletta; Gaia Maselli; Mauro Piva,2020,DroNet@MobiSys,https://doi.org/10.1145/3396864.3399706,https://dblp.org/db/conf/mobisys/dronet2020.html#BartoliniCMP20,ROBOT,1
Cooperative Drone Delivery via Push-based Lift with Payload Stabilization.,Alice James; Avishkar Seth; Endrowednes Kuantama; Richard Han 0001; Subhas Mukhopadhyay,2024,DroNet@MobiSys,https://doi.org/10.1145/3661810.3663468,https://dblp.org/db/conf/mobisys/dronet2024.html#JamesSK0M24,ROBOT,1
DroneNet-Sim: a learning-based trace simulation framework for control networking in drone video analytics.,Chengyi Qu; Alicia Esquivel Morel; Drew Dahlquist; Prasad Calyam,2020,DroNet@MobiSys,https://doi.org/10.1145/3396864.3399705,https://dblp.org/db/conf/mobisys/dronet2020.html#QuMDC20,ROBOT,1
First experiments with a 5G-Connected drone.,Raheeb Muzaffar; Christian Raffelsberger; Aymen Fakhreddine; Jos; Driton Emini; Christian Bettstetter,2020,DroNet@MobiSys,https://doi.org/10.1145/3396864.3400304,https://dblp.org/db/conf/mobisys/dronet2020.html#MuzaffarRFLEB20,ROBOT,1
G2Auth: secure mutual authentication for drone delivery without special user-side hardware.,Chuxiong Wu; Xiaopeng Li 0001; Lannan Luo; Qiang Zeng 0001,2022,MobiSys,https://doi.org/10.1145/3498361.3538941,https://dblp.org/db/conf/mobisys/mobisys2022.html#Wu0L022,ROBOT,1
A do-it-yourself computer vision based robotic ball throw trainer.,Bronson Tharpe; Anu G. Bourgeois; Ashwin Ashok,2021,MobiSys,https://doi.org/10.1145/3458864.3466909,https://dblp.org/db/conf/mobisys/mobisys2021.html#TharpeBA21,"ROBOT, VISUAL",2
Persistent Airborne Surveillance using Semi-Autonomous Drone swarms.,Akhil Bandarupalli; Dhruv Swarup; Noah Weston; Somali Chaterji,2021,DroNet@MobiSys,https://doi.org/10.1145/3469259.3470487,https://dblp.org/db/conf/mobisys/dronet2021.html#BandarupalliSWC21,"PRIVACY_AND_SECURITY, ROBOT",2
DroneChase: A Mobile and Automated Cross-Modality System for Continuous Drone Tracking.,Neel Vora; Yi Wu 0020; Jian Liu 0001; Phuc Nguyen 0002,2023,DroNet@MobiSys,https://doi.org/10.1145/3597060.3597237,https://dblp.org/db/conf/mobisys/dronet2023.html#VoraW0023,ROBOT,1
DroNS-3: Framework for Realistic Drone and Networking Simulators.,Peter Hall; Jonathan Diller; Ava Moon; Qi Han 0001,2023,DroNet@MobiSys,https://doi.org/10.1145/3597060.3597239,https://dblp.org/db/conf/mobisys/dronet2023.html#HallDMH23,ROBOT,1
Edge-IoT framework for speech and mobile-based human-robot interaction.,Harish Ram Nambiappan; Enamul Karim; Jillur Rahman Saurav; Anushka Srivastav; Fillia Makedon,2022,MobiSys,https://doi.org/10.1145/3498361.3538767,https://dblp.org/db/conf/mobisys/mobisys2022.html#NambiappanKSSM22,"RISKY_KEYWORDS, ROBOT",2
Towards a Lightweight Platform for Human-Robot Interaction in Federated Edge and IoT Environments.,Simon Zhang; Zhengxiong Li; Xin Qin; Hailu Xu,2025,HumanSys@SenSys,https://doi.org/10.1145/3722570.3726881,https://dblp.org/db/conf/humansys/humansys2025.html#ZhangLQX25,"RISKY_KEYWORDS, ROBOT",2
Beyond Vacuuming: How Can We Exploit Domestic Robots' Idle Time?,Yoshiaki Shiokawa; Winnie Chen; Aditya Shekhar Nittala; Jason Alexander; Adwait Sharma,2025,CHI,https://doi.org/10.1145/3706598.3714266,https://dblp.org/db/conf/chi/chi2025.html#ShiokawaCNAS25,ROBOT,3
"""You Can Fool Me, You Can't Fool Her!"": Autoethnographic Insights from Equine-Assisted Interventions to Inform Therapeutic Robot Design.",Ellen Weir; Ute Leonards; Anne Roudaut,2025,CHI,https://doi.org/10.1145/3706598.3714311,https://dblp.org/db/conf/chi/chi2025.html#WeirLR25,ROBOT,1
"""And This, Kids, Is How I Met Your Mother"": Consumerist, Mundane, and Uncanny Futures with Sex Robots.",Giovanni Maria Troiano; Matthew Wood; Casper Harteveld,2020,CHI,https://doi.org/10.1145/3313831.3376598,https://dblp.org/db/conf/chi/chi2020.html#TroianoWH20,ROBOT,1
Human-Drone Interactions with Semi-Autonomous Cohorts of Collaborating Drones.,Jane Cleland-Huang; Ankit Agrawal 0002,2020,iHDI@CHI,https://ceur-ws.org/Vol-2617/paper7.pdf,https://dblp.org/db/conf/chi/ihdi2020.html#Cleland-HuangA20,ROBOT,1
Augmented Reality and Robotics: A Survey and Taxonomy for AR-enhanced Human-Robot Interaction and Robotic Interfaces.,Ryo Suzuki 0001; Adnan Karim; Tian Xia; Hooman Hedayati; Nicolai Marquardt,2022,CHI,https://doi.org/10.1145/3491102.3517719,https://dblp.org/db/conf/chi/chi2022.html#SuzukiKXHM22,ROBOT,2
"Join Me Here if You Will: Investigating Embodiment and Politeness Behaviors When Joining Small Groups of Humans, Robots, and Virtual Characters.",Sahba Zojaji; Andrii Matviienko; Iolanda Leite; Christopher Peters 0001,2024,CHI,https://doi.org/10.1145/3613904.3642905,https://dblp.org/db/conf/chi/chi2024.html#ZojajiMLP24,ROBOT,1
"""It Must Be Gesturing Towards Me"": Gesture-Based Interaction between Autonomous Vehicles and Pedestrians.",Xiang Chang; Zihe Chen; Xiaoyan Dong; Yuxin Cai; Tingmin Yan; Haolin Cai; Zherui Zhou; Guyue Zhou; Jiangtao Gong,2024,CHI,https://doi.org/10.1145/3613904.3642029,https://dblp.org/db/conf/chi/chi2024.html#ChangCDCYCZZG24,ROBOT,1
"People May Punish, But Not Blame Robots.",Minha Lee; Peter A. M. Ruijten; Lily Frank; Yvonne de Kort; Wijnand A. IJsselsteijn,2021,CHI,https://doi.org/10.1145/3411764.3445284,https://dblp.org/db/conf/chi/chi2021.html#LeeRFKI21,ROBOT,1
The Robotability Score: Enabling Harmonious Robot Navigation on Urban Streets.,Matthew Franchi; Maria Teresa Parreira; Fanjun Bu; Wendy Ju,2025,CHI,https://doi.org/10.1145/3706598.3714009,https://dblp.org/db/conf/chi/chi2025.html#FranchiPBJ25,ROBOT,2
"Predicting Trust In Autonomous Vehicles: Modeling Young Adult Psychosocial Traits, Risk-Benefit Attitudes, And Driving Factors With Machine Learning.",Robert A. Kaufman; Emi Lee; Manas Satish Bedmutha; David Kirsh; Nadir Weibel,2025,CHI,https://doi.org/10.1145/3706598.3713188,https://dblp.org/db/conf/chi/chi2025.html#KaufmanLBKW25,ROBOT,1
OMOY: A Handheld Robotic Gadget that Shifts its Weight to Express Emotions and Intentions.,Yohei Noguchi 0001; Fumihide Tanaka,2020,CHI,https://doi.org/10.1145/3313831.3376775,https://dblp.org/db/conf/chi/chi2020.html#0001T20,ROBOT,1
User-defined Swarm Robot Control.,Lawrence H. Kim; Daniel S. Drew; Veronika Domova; Sean Follmer,2020,CHI,https://doi.org/10.1145/3313831.3376814,https://dblp.org/db/conf/chi/chi2020.html#KimDDF20,ROBOT,1
Stop and Smell the Chalk Flowers: A Robotic Probe for Investigating Urban Interaction with Physicalised Displays.,Marius Hoggenm; Luke Hespanhol; Martin Tomitsch,2020,CHI,https://doi.org/10.1145/3313831.3376676,https://dblp.org/db/conf/chi/chi2020.html#HoggenmullerHT20,ROBOT,1
Enhancing Social Experiences with Shared Drones.,Sven Mayer; Piotr Ladonski; Julia Dominiak; Andrzej Romanowski; Pawel W. Wozniak; Lars Lischke,2020,iHDI@CHI,https://ceur-ws.org/Vol-2617/paper1.pdf,https://dblp.org/db/conf/chi/ihdi2020.html#MayerLDRWL20,ROBOT,1
"Encountering Robotic Art: The Social, Material, and Temporal Processes of Creation with Machines.",Yigang Qin; Yanheng Li; EunJeong Cheon,2025,CHI,https://doi.org/10.1145/3706598.3713327,https://dblp.org/db/conf/chi/chi2025.html#QinLC25,ROBOT,1
Figaro: A Tabletop Authoring Environment for Human-Robot Interaction.,David J. Porfirio; Laura Stegner; Maya Cakmak; Allison Saupp; Aws Albarghouthi; Bilge Mutlu,2021,CHI,https://doi.org/10.1145/3411764.3446864,https://dblp.org/db/conf/chi/chi2021.html#PorfirioSCSAM21,ROBOT,1
People with Disabilities Redefining Identity through Robotic and Virtual Avatars: A Case Study in Avatar Robot Cafe.,Yuji Hatada; Giulia Barbareschi; Kazuaki Takeuchi; Hiroaki Kato; Kentaro Yoshifuji; Kouta Minamizawa; Takuji Narumi,2024,CHI,https://doi.org/10.1145/3613904.3642189,https://dblp.org/db/conf/chi/chi2024.html#HatadaBTKYMN24,ROBOT,1
3HANDS Dataset: Learning from Humans for Generating Naturalistic Handovers with Supernumerary Robotic Limbs.,Artin Saberpour Abadian; Yi-Chi Liao 0001; Ata Otaran; Rishabh Dabral; Marie Muehlhaus; Christian Theobalt; Martin Schmitz 0001; J,2025,CHI,https://doi.org/10.1145/3706598.3713306,https://dblp.org/db/conf/chi/chi2025.html#Abadian0ODMT0S25,ROBOT,1
The Next Generation of Human-Drone Partnerships: Co-Designing an Emergency Response System.,Ankit Agrawal 0002; Sophia J. Abraham; Benjamin Burger; Chichi Christine; Luke Fraser; John M. Hoeksema; Sarah Hwang; Elizabeth Travnik; Shreya Kumar; Walter J. Scheirer; Jane Cleland-Huang; Michael Vierhauser; Ryan Bauer; Steve Cox 0002,2020,CHI,https://doi.org/10.1145/3313831.3376825,https://dblp.org/db/conf/chi/chi2020.html#AgrawalABCFHHTK20,ROBOT,1
Patterns for Representing Knowledge Graphs to Communicate Situational Knowledge of Service Robots.,Shengchen Zhang; Zixuan Wang; Chaoran Chen; Yi Dai; Lyumanshan Ye; Xiaohua Sun 0001,2021,CHI,https://doi.org/10.1145/3411764.3445767,https://dblp.org/db/conf/chi/chi2021.html#ZhangWCDYS21,ROBOT,2
Human Robot Interaction for Blind and Low Vision People: A Systematic Literature Review.,Yize Wei; Nathan Rocher; Chitralekha Gupta; Mia Huong Nguyen; Roger Zimmermann; Wei Tsang Ooi; Christophe Jouffrais; Suranga Nanayakkara,2025,CHI,https://doi.org/10.1145/3706598.3713438,https://dblp.org/db/conf/chi/chi2025.html#WeiRGNZOJN25,"ROBOT, VISUAL",2
Cleared for Safe Take-off? Improving the Usability of Mission Preparation to Mitigate the Safety Risks of Drone Operations.,Balita Heriniaina Rakotonarivo; Nicolas Drougard; St; J,2023,CHI,https://doi.org/10.1145/3544548.3581003,https://dblp.org/db/conf/chi/chi2023.html#RakotonarivoDCG23,ROBOT,1
Bittersweet Snapshots of Life: Designing to Address Complex Emotions in a Reminiscence Interaction between Older Adults and a Robot.,Long-Jing Hsu; Manasi Swaminathan; Weslie Khoo; Kyrie Jig Amon; Hiroki Sato; Sathvika Dobbala; Kate Tsui; David Crandall; Selma Sabanovic,2025,CHI,https://doi.org/10.1145/3706598.3714256,https://dblp.org/db/conf/chi/chi2025.html#HsuSKASDTCS25,ROBOT,1
"""They See You're a Girl if You Pick a Pink Robot with a Skirt"": A Qualitative Study of How Children Conceptualize Data Processing and Digital Privacy Risks.",Kaiwen Sun; Carlo Sugatan; Tanisha Afnan; Hayley Simon; Susan A. Gelman; Jenny S. Radesky; Florian Schaub,2021,CHI,https://doi.org/10.1145/3411764.3445333,https://dblp.org/db/conf/chi/chi2021.html#SunSASGRS21,"PRIVACY_AND_SECURITY, ROBOT",3
WanderGuide: Indoor Map-less Robotic Guide for Exploration by Blind People.,Masaki Kuribayashi; Kohei Uehara; Allan Wang; Shigeo Morishima; Chieko Asakawa,2025,CHI,https://doi.org/10.1145/3706598.3713788,https://dblp.org/db/conf/chi/chi2025.html#KuribayashiUWMA25,ROBOT,1
Don't Drone Yourself in Work: Discussing DronOS as a Framework for Human-Drone Interaction.,Matthias Hoppe 0001; Yannick Wei; Marinus Burger; Thomas Kosch,2020,iHDI@CHI,https://ceur-ws.org/Vol-2617/paper9.pdf,https://dblp.org/db/conf/chi/ihdi2020.html#HoppeWBK20,ROBOT,1
Embodiment Effects in Interactions with Failing Robots.,Dimosthenis Kontogiorgos; Sanne van Waveren; Olle Wallberg; Andr; Iolanda Leite; Joakim Gustafson,2020,CHI,https://doi.org/10.1145/3313831.3376372,https://dblp.org/db/conf/chi/chi2020.html#KontogiorgosWWP20,ROBOT,1
Let's Fly! An Analysis of Flying FPV Drones Through an Online Survey.,Dante Tezza; Derek Caprio; Denis Laesker; Marvin Andujar,2020,iHDI@CHI,https://ceur-ws.org/Vol-2617/paper6.pdf,https://dblp.org/db/conf/chi/ihdi2020.html#TezzaCLA20,ROBOT,1
Ice-Breaking Technology: Robots and Computers Can Foster Meaningful Connections between Strangers through In-Person Conversations.,Alex Wuqi Zhang; Ting-Han Lin; Xuan Zhao 0010; Sarah Sebo,2023,CHI,https://doi.org/10.1145/3544548.3581135,https://dblp.org/db/conf/chi/chi2023.html#ZhangLZS23,ROBOT,1
Are Robots Ready to Deliver Autism Inclusion?: A Critical Review.,Naba Rizvi; William Wu; Mya Bolds; Raunak Mondal; Andrew Begel; Imani N. S. Munyaka,2024,CHI,https://doi.org/10.1145/3613904.3642798,https://dblp.org/db/conf/chi/chi2024.html#RizviWBMBM24,ROBOT,1
"Designing Telepresence Drones to Support Synchronous, Mid-air Remote Collaboration: An Exploratory Study.",Mehrnaz Sabet; Mania Orand; David W. McDonald,2021,CHI,https://doi.org/10.1145/3411764.3445041,https://dblp.org/db/conf/chi/chi2021.html#SabetOM21,ROBOT,1
Ethics in Movement: Shaping and Being Shaped in Human-Drone Interaction.,Sara Eriksson; Kristina H; Richard Shusterman; Dag Svanaes; Carl Unander-Scharin,2020,CHI,https://doi.org/10.1145/3313831.3376678,https://dblp.org/db/conf/chi/chi2020.html#ErikssonHSSUU20,ROBOT,1
KnitDema: Robotic Textile as Personalized Edema Mobilization Device.,Jin Hee (Heather) Kim; Joan Stilling; Michael O'Dell; Hsin-Liu Cindy Kao,2023,CHI,https://doi.org/10.1145/3544548.3581343,https://dblp.org/db/conf/chi/chi2023.html#KimSOK23,ROBOT,1
MoveVR: Enabling Multiform Force Feedback in Virtual Reality using Household Cleaning Robot.,Yuntao Wang 0001; Zichao (Tyson) Chen; Hanchuan Li; Zhengyi Cao; Huiyi Luo; Tengxiang Zhang; Ke Ou; John Raiti; Chun Yu; Shwetak N. Patel; Yuanchun Shi,2020,CHI,https://doi.org/10.1145/3313831.3376286,https://dblp.org/db/conf/chi/chi2020.html#0001CLCLZORYPS20,ROBOT,1
Towards Designing Audio Interactions with Autonomous Vehicles: A Hearing-Enhanced Pedestrian Story.,Ashratuz Zavin Asha; Owen Brierley; Sowmya Somanath; Patrick Finn; Ehud Sharlin,2022,AutomationXP@CHI,https://ceur-ws.org/Vol-3154/paper6.pdf,https://dblp.org/db/conf/chi/axp2022.html#AshaBSFS22,ROBOT,1
"""I am both here and there"" Parallel Control of Multiple Robotic Avatars by Disabled Workers in a Caf",Giulia Barbareschi; Midori Kawaguchi; Hiroaki Kato; Masato Nagahiro; Kazuaki Takeuchi; Yoshifumi Shiiba; Shunichi Kasahara; Kai Kunze; Kouta Minamizawa,2023,CHI,https://doi.org/10.1145/3544548.3581124,https://dblp.org/db/conf/chi/chi2023.html#BarbareschiKKNT23,ROBOT,1
Becoming a Robot - Overcoming Anthropomorphism with Techno-Mimesis.,Judith D; Diana L; Marc Hassenzahl,2020,CHI,https://doi.org/10.1145/3313831.3376507,https://dblp.org/db/conf/chi/chi2020.html#DorrenbacherLH20,ROBOT,1
RoomShift: Room-scale Dynamic Haptics for VR with Furniture-moving Swarm Robots.,Ryo Suzuki 0001; Hooman Hedayati; Clement Zheng; James L. Bohn; Daniel Szafir; Ellen Yi-Luen Do; Mark D. Gross; Daniel Leithinger,2020,CHI,https://doi.org/10.1145/3313831.3376523,https://dblp.org/db/conf/chi/chi2020.html#SuzukiHZBSDGL20,ROBOT,1
Signaling Human Intentions to Service Robots: Understanding the Use of Social Cues during In-Person Conversations.,Hanfang Lyu; Xiaoyu Wang; Nandi Zhang; Shuai Ma; Qian Zhu 0010; Yuhan Luo; Fugee Tsung; Xiaojuan Ma,2025,CHI,https://doi.org/10.1145/3706598.3714235,https://dblp.org/db/conf/chi/chi2025.html#LyuWZM0LTM25,ROBOT,2
SafeSpect: Safety-First Augmented Reality Heads-up Display for Drone Inspections.,Peisen Xu; J; Wei Tsang Ooi; Christophe Jouffrais,2025,CHI,https://doi.org/10.1145/3706598.3714283,https://dblp.org/db/conf/chi/chi2025.html#XuGOJ25,ROBOT,1
Jess+: AI and robotics with inclusive music-making.,Craig Vear; Adrian Hazzard; Solomiya Moroz; Johann Benerradi,2024,CHI,https://doi.org/10.1145/3613904.3642548,https://dblp.org/db/conf/chi/chi2024.html#VearHMB24,ROBOT,2
Can you pass that tool?: Implications of Indirect Speech in Physical Human-Robot Collaboration.,Yan Zhang; Tharaka Sachintha Ratnayake; Cherie Sew; Jarrod Knibbe; Jorge Gon; Wafa Johal,2025,CHI,https://doi.org/10.1145/3706598.3713780,https://dblp.org/db/conf/chi/chi2025.html#ZhangRSK0J25,ROBOT,1
Articulating Human-World Relations from Co-Designing a Collaborative Robotic System.,Stine S. Johansen; Jared W. Donovan; Markus Rittenbruch,2025,CHI,https://doi.org/10.1145/3706598.3714109,https://dblp.org/db/conf/chi/chi2025.html#JohansenDR25,ROBOT,1
Drone in Love: Emotional Perception of Facial Expressions on Flying Robots.,Viviane Herdel; Anastasia Kuzminykh; Andrea Hildebrandt; Jessica R. Cauchard,2021,CHI,https://doi.org/10.1145/3411764.3445495,https://dblp.org/db/conf/chi/chi2021.html#HerdelKHC21,ROBOT,2
"Investigating Effect of Altered Auditory Feedback on Self-Representation, Subjective Operator Experience, and Task Performance in Teleoperation of a Social Robot.",Nami Ogawa; Jun Baba; Junya Nakanishi,2024,CHI,https://doi.org/10.1145/3613904.3642561,https://dblp.org/db/conf/chi/chi2024.html#OgawaBN24,ROBOT,1
Trash in Motion: Emergent Interactions with a Robotic Trashcan.,Barry Brown 0001; Fanjun Bu; Ilan Mandel; Wendy Ju,2024,CHI,https://doi.org/10.1145/3613904.3642610,https://dblp.org/db/conf/chi/chi2024.html#BrownBMJ24,ROBOT,1
Light it Up: Evaluating Versatile Autonomous Vehicle-Cyclist External Human-Machine Interfaces.,Ammar Al-Taie; Graham A. Wilson; Euan Freeman; Frank E. Pollick; Stephen Anthony Brewster,2024,CHI,https://doi.org/10.1145/3613904.3642019,https://dblp.org/db/conf/chi/chi2024.html#Al-TaieWFPB24,ROBOT,1
Drone Chi: Somaesthetic Human-Drone Interaction.,Joseph La Delfa; Mehmet Aydin Baytas; Rakesh Patibanda; Hazel Ngari; Rohit Ashok Khot; Florian 'Floyd' Mueller,2020,CHI,https://doi.org/10.1145/3313831.3376786,https://dblp.org/db/conf/chi/chi2020.html#DelfaBPNKM20,ROBOT,1
It Is Your Turn: Collaborative Ideation With a Co-Creative Robot through Sketch.,Yuyu Lin; Jiahao Guo; Yang Chen; Cheng Yao; Fangtian Ying,2020,CHI,https://doi.org/10.1145/3313831.3376258,https://dblp.org/db/conf/chi/chi2020.html#LinGCYY20,ROBOT,1
Robotic Metamaterials: A Modular System for Hands-On Configuration of Ad-Hoc Dynamic Applications.,Zhitong Cui; Shuhong Wang; Violet Yinuo Han; Tucker Rae-Grant; Willa Yunqi Yang; Alan Zhu 0001; Scott E. Hudson; Alexandra Ion,2024,CHI,https://doi.org/10.1145/3613904.3642891,https://dblp.org/db/conf/chi/chi2024.html#CuiWHRYZHI24,ROBOT,1
Towards Inclusive External Communication of Autonomous Vehicles for Pedestrians with Vision Impairments.,Mark Colley; Marcel Walch; Jan Gugenheimer; Ali Askari; Enrico Rukzio,2020,CHI,https://doi.org/10.1145/3313831.3376472,https://dblp.org/db/conf/chi/chi2020.html#ColleyWGAR20,"ROBOT, VISUAL",2
"Companionship Is Not a Function: The Effect of a Novel Robotic Object on Healthy Older Adults' Feelings of ""Being-Seen"".",Oren Zuckerman; Dina Walker; Andrey Grishko; Tal Moran; Chen Levy; Barak Lisak; Iddo Yehoshua Wald; Hadas Erel,2020,CHI,https://doi.org/10.1145/3313831.3376411,https://dblp.org/db/conf/chi/chi2020.html#ZuckermanWGMLLW20,ROBOT,1
An Approach to Elicit Human-Understandable Robot Expressions to Support Human-Robot Interaction.,Jan Leusmann; Steeven Villa; Thomas Liang; Chao Wang 0055; Albrecht Schmidt 0001; Sven Mayer,2025,CHI,https://doi.org/10.1145/3706598.3713085,https://dblp.org/db/conf/chi/chi2025.html#LeusmannVLW0M25,ROBOT,1
What a Driver Wants: User Preferences in Semi-Autonomous Vehicle Decision-Making.,So Yeon Park; Dylan James Moore; David Sirkin,2020,CHI,https://doi.org/10.1145/3313831.3376644,https://dblp.org/db/conf/chi/chi2020.html#ParkMS20,ROBOT,1
Navigating Real-World Challenges: A Quadruped Robot Guiding System for Visually Impaired People in Diverse Environments.,Shaojun Cai; Ashwin Ram 0002; Zhengtai Gou; Mohd Alqama Wasim Shaikh; Yu-An Chen; Yingjia Wan; Kotaro Hara; Shengdong Zhao 0001; David Hsu,2024,CHI,https://doi.org/10.1145/3613904.3642227,https://dblp.org/db/conf/chi/chi2024.html#Cai0GSCWHZH24,"ROBOT, VISUAL",2
Peek into the 'White-Box': A Field Study on Bystander Engagement with Urban Robot Uncertainty.,Xinyan Yu 0005; Marius Hoggenm; Tram Thi Minh Tran; Yiyuan Wang 0001; Qiuming Zhang; Martin Tomitsch,2025,CHI,https://doi.org/10.1145/3706598.3713790,https://dblp.org/db/conf/chi/chi2025.html#0005HTWZT25,ROBOT,1
"""Should I Follow the Human, or Follow the Robot?"" - Robots in Power Can Have More Influence Than Humans on Decision-Making.",Yoyo Tsung-Yu Hou; Wen-Ying Lee; Malte F. Jung,2023,CHI,https://doi.org/10.1145/3544548.3581066,https://dblp.org/db/conf/chi/chi2023.html#HouLJ23,ROBOT,1
Playing with Robots: Performing Arts Techniques for Designing and Understanding Robot Group Movement.,Philippa Madill; Matthew Newton; Huanjun Zhao; Yichen Lian; Zachary McKendrick; Patrick Finn; Aditya Shekhar Nittala; Ehud Sharlin,2025,CHI,https://doi.org/10.1145/3706598.3713996,https://dblp.org/db/conf/chi/chi2025.html#MadillNZLMFNS25,ROBOT,1
