title,category,authors,year,venue,ee,url
Snitches Get Unplugged: Adolescents' Privacy Concerns about Robots in the Home are Relationally Situated.,ROBOT;PRIVACY,Leigh Levinson; Christena Nippert-Eng; Randy Gomez; Selma Sabanovic,2024,HRI,https://doi.org/10.1145/3610977.3634946,https://dblp.org/db/conf/hri/hri2024.html#LevinsonNGS24
PriMA-Care: Privacy-Preserving Multi-modal Dataset for Human Activity Recognition in Care Robots.,ROBOT;PRIVACY,Adel Baselizadeh; Md. Zia Uddin; Weria Khaksar; Diana Saplacan Lindblom; Jim Torresen,2024,HRI (Companion),https://doi.org/10.1145/3610978.3640701,https://dblp.org/db/conf/hri/hri2024c.html#BaselizadehUKLT24
CONFIDANT: A Privacy Controller for Social Robots.,ROBOT;PRIVACY,Brian Tang; Dakota Sullivan; Bengisu Cagiltay; Varun Chandrasekaran; Kassem Fawaz; Bilge Mutlu,2022,HRI,https://doi.org/10.1109/HRI53351.2022.9889540,https://dblp.org/db/conf/hri/hri2022.html#TangSCCFM22
The Privacy-Utility Tradeoff for Remotely Teleoperated Robots.,ROBOT;PRIVACY,Daniel J. Butler; Justin Huang; Franziska Roesner; Maya Cakmak,2015,HRI,https://doi.org/10.1145/2696454.2696484,https://dblp.org/db/conf/hri/hri2015.html#ButlerHRC15
Hidden Anchor: Providing Physical Layer Location Privacy in Hybrid Wireless Sensor Networks.,ROBOT;PRIVACY,Rania El-Badry; Moustafa Youssef 0001; Mohamed Eltoweissy,2009,NTMS,https://doi.org/10.1109/NTMS.2009.5384749,https://dblp.org/db/conf/ntms/ntms2009.html#El-BadryYE09
Privacy-Preserving and Auditable Federated Deep Reinforcement Learning for Robotic Manipulation.,ROBOT;ROBOT;PRIVACY,Xudong Zhu; Hui Li 0006,2021,NSS,https://doi.org/10.1007/978-3-030-92708-0_20,https://dblp.org/db/conf/nss/nss2021.html#ZhuL21
"RoboCode-Ethicists: Privacy-friendly robots, an ethical responsibility of engineers?",ROBOT;PRIVACY,Christoph Lutz; Aurelia Tam,2015,NS Ethics@SIGCOMM,https://doi.org/10.1145/2793013.2793022,https://dblp.org/db/conf/sigcomm/nsethics2015.html#LutzT15
ResSen: Imager Privacy Enhancement Through Residue Arithmetic Processing in Sensors.,ROBOT;PRIVACY,Nedasadat Taheri; Sepehr Tabrizchi; Deniz Najafi; Shaahin Angizi; Arman Roohi,2024,ISVLSI,https://doi.org/10.1109/ISVLSI61997.2024.00070,https://dblp.org/db/conf/isvlsi/isvlsi2024.html#TaheriTNAR24
Adaptive blurring of sensor data to balance privacy and utility for ubiquitous services.,ROBOT;PRIVACY,Assaad Moawad; Thomas Hartmann 0001; Fran; Jacques Klein; Yves Le Traon,2015,SAC,https://doi.org/10.1145/2695664.2695855,https://dblp.org/db/conf/sac/sac2015.html#Moawad0FKT15
Visualization of Privacy Filters for Sharing Sensor-Based Health Data.,ROBOT;PRIVACY,Edward L. Klein; Jesse M. Heines,2013,ICHI,https://doi.org/10.1109/ICHI.2013.69,https://dblp.org/db/conf/ichi/ichi2013.html#KleinH13
"""They See You're a Girl if You Pick a Pink Robot with a Skirt"": A Qualitative Study of How Children Conceptualize Data Processing and Digital Privacy Risks.",ROBOT;PRIVACY,Kaiwen Sun; Carlo Sugatan; Tanisha Afnan; Hayley Simon; Susan A. Gelman; Jenny S. Radesky; Florian Schaub,2021,CHI,https://doi.org/10.1145/3411764.3445333,https://dblp.org/db/conf/chi/chi2021.html#SunSASGRS21
"Designing for In-Home Long-Term Family-Robot Interactions: Family Preferences, Connection-Making, and Privacy.",ROBOT;PRIVACY,Bengisu Cagiltay,2023,CHI Extended Abstracts,https://doi.org/10.1145/3544549.3577035,https://dblp.org/db/conf/chi/chi2023a.html#Cagiltay23
Privacy risks emerging from the adoption of innocuous wearable sensors in the mobile environment.,ROBOT;PRIVACY,Andrew Raij; Animikh Ghosh; Santosh Kumar 0001; Mani B. Srivastava,2011,CHI,https://doi.org/10.1145/1978942.1978945,https://dblp.org/db/conf/chi/chi2011.html#RaijGKS11
Investigating Limits and Effectiveness of Privacy Conversations: the Case of Service Robots in an Office Environment.,ROBOT;PRIVACY,Maria Antonietta Grasso; Jutta Katharina Willamowski; Jisun Park 0005,2024,CHI Extended Abstracts,https://doi.org/10.1145/3613905.3650971,https://dblp.org/db/conf/chi/chi2024a.html#GrassoWP24
"Affective sensors, privacy, and ethical contracts.",ROBOT;PRIVACY,Carson Reynolds; Rosalind W. Picard,2004,CHI Extended Abstracts,https://doi.org/10.1145/985921.985999,https://dblp.org/db/conf/chi/chi2004a.html#ReynoldsP04
Robotic Society: Privacy as a Legal and Technological Issue.,ROBOT;ROBOT;PRIVACY,Maria Rosa Ll,2013,ROBOT (1),https://doi.org/10.1007/978-3-319-03413-3_46,https://dblp.org/db/conf/robot/robot2013-1.html#Llacer-Matacas13
Outsourcing Two-Party Privacy Preserving K-Means Clustering Protocol in Wireless Sensor Networks.,ROBOT;PRIVACY,Xiaoyan Liu; Zoe Lin Jiang; Siu-Ming Yiu; Xuan Wang 0002; Chuting Tan; Ye Li; Zechao Liu; Yabin Jin; Jun-bin Fang,2015,MSN,https://doi.org/10.1109/MSN.2015.42,https://dblp.org/db/conf/msn/msn2015.html#LiuJYWTLLJF15
An Elliptic Curve Based Name Privacy Protection Mechanism for Sensory Data Centric Named Data Networking.,ROBOT;PRIVACY,Huan He; Bo Chen,2019,MSN,https://doi.org/10.1109/MSN48538.2019.00024,https://dblp.org/db/conf/msn/msn2019.html#HeC19
Enhanced Location Privacy Protection of Base Station in Wireless Sensor Networks.,ROBOT;PRIVACY,Xinfeng Li; Xiaoyuan Wang; Nan Zheng; Zhiguo Wan; Ming Gu 0001,2009,MSN,https://doi.org/10.1109/MSN.2009.19,https://dblp.org/db/conf/msn/msn2009.html#LiWZWG09
Enhanced Privacy Preserving Pattern-Code Based Data Aggregation in Wireless Sensor Networks.,ROBOT;PRIVACY,Bernard Ntirenganya; Zijian Zhang 0001; Liehuang Zhu; Yu-an Tan 0001; Zhen Yang 0003; Cong Guo 0001,2013,MSN,https://doi.org/10.1109/MSN.2013.55,https://dblp.org/db/conf/msn/msn2013.html#NtirenganyaZZTYG13
Invasion of location privacy using online map services and smartphone sensors.,ROBOT;PRIVACY,Hyunsoo Kim; Youngbae Jeon; Ji Won Yoon,2023,AsiaCCS,https://doi.org/10.1145/3579856.3582828,https://dblp.org/db/conf/asiaccs/asiaccs2023.html#KimJY23
Privacy Protection Mechanisms for Hybrid Hierarchical Wireless Sensor Networks.,ROBOT;PRIVACY,Anelia Mitseva; Matthias Gerlach; Neeli R. Prasad,2007,ISWCS,https://doi.org/10.1109/ISWCS.2007.4392356,https://dblp.org/db/conf/iswcs/iswcs2007.html#MitsevaGP07
System Architecture and Economic Value-Chain Models for Healthcare Privacy and Security Control in Large-Scale Wireless Sensor Networks.,ROBOT;PRIVACY,Won Jay Song; Im Sook H; Mun Kee Choi,2006,ATC,https://doi.org/10.1007/11839569_50,https://dblp.org/db/conf/atc/atc2006.html#SongHC06
Security and privacy considerations for Wireless Sensor Networks in smart home environments.,ROBOT;PRIVACY,Kamrul Islam 0001; Weiming Shen 0001; Xianbin Wang 0001,2012,CSCWD,https://doi.org/10.1109/CSCWD.2012.6221884,https://dblp.org/db/conf/cscwd/cscwd2012.html#IslamSW12
"Exploring Privacy Concerns, Privacy Risks and Benefits on Users' Trust and Engagement in Continual Use of Service Robots.",ROBOT;PRIVACY,Santoso Wibowo; Rongbin Yang; Sameera Mubarak; Lillian Peiwen Li,2023,AMCIS,https://aisel.aisnet.org/amcis2023/sig_odis/sig_odis/13,https://dblp.org/db/conf/amcis/amcis2023.html#WibowoYML23
Privacy Behavior of the Elderly toward Caregiver Robots.,ROBOT;PRIVACY,M A. Shariful Amin; Chang Koh; Abhijeet Kumar,2021,AMCIS,https://aisel.aisnet.org/amcis2021/info_security/info_security/12,https://dblp.org/db/conf/amcis/amcis2021.html#AminKK21
Enhancing Privacy in Robotics via Judicious Sensor Selection.,ROBOT;ROBOT;ROBOT;PRIVACY,Stephen Eick; Annie I. Ant,2020,ICRA,https://doi.org/10.1109/ICRA40945.2020.9196983,https://dblp.org/db/conf/icra/icra2020.html#EickA20
Obscuring Objectives with Pareto-Optimal Privacy-Aware Trajectories in Multi-Robot Coverage.,ROBOT;PRIVACY,Brennan Brodt; Alyssa Pierson,2023,ICRA,https://doi.org/10.1109/ICRA48891.2023.10160520,https://dblp.org/db/conf/icra/icra2023.html#BrodtP23
Coordinated multi-robot planning while preserving individual privacy.,ROBOT;PRIVACY,Li Li 0101; Alfredo Bayuelo; Leonardo Bobadilla; Tauhidul Alam; Dylan A. Shell,2019,ICRA,https://doi.org/10.1109/ICRA.2019.8794460,https://dblp.org/db/conf/icra/icra2019.html#LiBBAS19
Privacy Risks in Reinforcement Learning for Household Robots.,ROBOT;PRIVACY,Miao Li; Wenhao Ding; Ding Zhao,2024,ICRA,https://doi.org/10.1109/ICRA57147.2024.10610832,https://dblp.org/db/conf/icra/icra2024.html#LiDZ24
IMES: An Automatically Scalable Invisible Membrane Image Encryption for Privacy Protection on IoT Sensors.,ROBOT;PRIVACY,Song-Zhan Lv; Yining Liu 0001; Jingtao Sun,2019,CSS (1),https://doi.org/10.1007/978-3-030-37337-5_21,https://dblp.org/db/conf/css/css2019-1.html#LvLS19
A Scheme for Source Location Privacy of Multiple Sources in Wireless Sensor Networks.,ROBOT;PRIVACY,Sain Saginbekov,2023,BWCCA,https://doi.org/10.1007/978-3-031-46784-4_12,https://dblp.org/db/conf/bwcca/bwcca2023.html#Saginbekov23
The Location Privacy of Wireless Sensor Networks: Attacks and Countermeasures.,ROBOT;PRIVACY,Lin Zhou; Changsheng Wan; Jie Huang 0016; Bei Pei; Changsong Chen 0002,2014,BWCCA,https://doi.org/10.1109/BWCCA.2014.139,https://dblp.org/db/conf/bwcca/bwcca2014.html#ZhouWHPC14
Energy-efficient and Privacy-aware Social Distance Monitoring with Low-resolution Infrared Sensors and Adaptive Inference.,ROBOT;PRIVACY,Chen Xie; Daniele Jahier Pagliari; Andrea Calimera,2022,PRIME,https://doi.org/10.1109/PRIME55000.2022.9816801,https://dblp.org/db/conf/prime/prime2022.html#XiePC22
A Deep Learning and Probabilistic Approach to Recognising Activities of Daily Living with Privacy Preserving Thermal Sensors.,ROBOT;PRIVACY,Matthew Burns; Chris D. Nugent; Sally I. McClean; Javier Medina Quero; Aurora Polo Rodr,2023,UCAmI (2),https://doi.org/10.1007/978-3-031-48642-5_15,https://dblp.org/db/conf/ucami/ucami2023-2.html#BurnsNMQR23
PCTopk: Privacy-and Correctness-Preserving Functional Top-k Query on Un-trusted Data Storage in Two-Tiered Sensor Networks.,ROBOT;PRIVACY,Yao-Tung Tsou; Yung-Li Hu; Yennun Huang; Sy-Yen Kuo,2014,SRDS,https://doi.org/10.1109/SRDS.2014.27,https://dblp.org/db/conf/srds/srds2014.html#TsouHHK14
PEQ: A Privacy-Preserving Scheme for Exact Query Evaluation in Distributed Sensor Data Networks.,ROBOT;PRIVACY,Hai Trong Vu; Thuc D. Nguyen; Neeraj Mittal; S. Venkatesan 0001,2009,SRDS,https://doi.org/10.1109/SRDS.2009.14,https://dblp.org/db/conf/srds/srds2009.html#VuNMV09
PIP: Privacy and Integrity Preserving Data Aggregation in Wireless Sensor Networks.,ROBOT;PRIVACY,Vimal Kumar 0001; Sanjay Madria,2013,SRDS,https://doi.org/10.1109/SRDS.2013.10,https://dblp.org/db/conf/srds/srds2013.html#KumarM13
Recoverable concealed data aggregation for privacy preserving in wireless sensor networks.,ROBOT;PRIVACY,Dapeng Wu 0002; Jichao Tang; Qingwen Sun; Ruyan Wang,2012,BMEI,https://doi.org/10.1109/BMEI.2012.6513071,https://dblp.org/db/conf/bmei/bmei2012.html#0002TSW12
Your Robot Might Be Inadvertently or Deliberately Spying on You: A Critical Analysis of Privacy Practices in the Robotics Industry.,ROBOT;ROBOT;PRIVACY,Farida Eleshin; Patrick Iradukunda; David Ishimwe Ruberamitwe; Eric Ishimwe,2024,ICISSP,https://doi.org/10.5220/0012422200003648,https://dblp.org/db/conf/icissp/icissp2024.html#EleshinIRI24
Privacy-Preserving Multi-Robot Task Allocation via Secure Multi-Party Computation.,ROBOT;PRIVACY,Murtadha Alsayegh; Peter Vanegas; Abdullah Al Redwan Newaz; Leonardo Bobadilla; Dylan A. Shell,2022,ECC,https://doi.org/10.23919/ECC55457.2022.9838150,https://dblp.org/db/conf/eucc/eucc2022.html#AlsayeghVNBS22
Security and Privacy Issues in Wireless Sensor Networks for Healthcare.,ROBOT;PRIVACY,Vivek Agrawal,2014,IoT360 (1),https://doi.org/10.1007/978-3-319-19656-5_32,https://dblp.org/db/conf/iot360/iot360-2014-1.html#Agrawal14
Energy Efficient Privacy Preserved Data Gathering in Wireless Sensor Networks Having Multiple Sinks.,ROBOT;PRIVACY,Hayretdin Bahsi; Albert Levi,2009,CSA,https://doi.org/10.1109/CSA.2009.5404315,https://dblp.org/db/conf/IEEEcsa/IEEEcsa2009.html#BahsiL09
To Share or Not to Share: On Location Privacy in IoT Sensor Data.,ROBOT;PRIVACY,Franz Papst; Naomi Stricker; Rahim Entezari; Olga Saukh,2022,IoTDI,https://doi.org/10.1109/IoTDI54339.2022.00015,https://dblp.org/db/conf/iotdi/iotdi2022.html#PapstSES22
Replacement AutoEncoder: A Privacy-Preserving Algorithm for Sensory Data Analysis.,ROBOT;PRIVACY,Mohammad Malekzadeh; Richard G. Clegg; Hamed Haddadi,2018,IoTDI,https://doi.org/10.1109/IoTDI.2018.00025,https://dblp.org/db/conf/iotdi/iotdi2018.html#MalekzadehCH18
Are Sensor-Based Business Models a Threat to Privacy? The Case of Pay-How-You-Drive Insurance Models.,ROBOT;PRIVACY,Christian Roth 0002; Sebastian Aringer; Johannes Petersen; Mirja Nitschke,2020,TrustBus,https://doi.org/10.1007/978-3-030-58986-8_6,https://dblp.org/db/conf/trustbus/trustbus2020.html#RothAPN20
A Protocol for Intrusion Detection in Location Privacy-Aware Wireless Sensor Networks.,ROBOT;PRIVACY,Jir; Vashek Maty,2014,TrustBus,https://doi.org/10.1007/978-3-319-09770-1_16,https://dblp.org/db/conf/trustbus/trustbus2014.html#KurM14
Preserving Context Privacy in Distributed Hash Table Wireless Sensor Networks.,ROBOT;PRIVACY,Paolo Palmieri 0001,2015,ICICS,https://doi.org/10.1007/978-3-319-29814-6_37,https://dblp.org/db/conf/icics/icics2015.html#Palmieri15
Investigating the Privacy Risk of Using Robot Vacuum Cleaners in Smart Environments.,ROBOT;PRIVACY,Benjamin Ulsm; Jia-Chun Lin; Ming-Chang Lee,2024,ICICS (1),https://doi.org/10.1007/978-981-97-8798-2_16,https://dblp.org/db/conf/icics/icics2024-1.html#UlsmagLL24
PG: Byzantine Fault-Tolerant and Privacy-Preserving Sensor Fusion with Guaranteed Output Delivery.,ROBOT;PRIVACY,Chenglu Jin; Chao Yin; Marten van Dijk; Sisi Duan; Fabio Massacci; Michael K. Reiter; Haibin Zhang,2024,CCS,https://doi.org/10.1145/3658644.3670343,https://dblp.org/db/conf/ccs/ccs2024.html#JinYDDMRZ24
Privacy and robustness for data aggregation in wireless sensor networks.,ROBOT;PRIVACY,Marian Kamal Iskander; Adam J. Lee; Daniel Moss,2010,CCS,https://doi.org/10.1145/1866307.1866402,https://dblp.org/db/conf/ccs/ccs2010.html#IskanderLM10
FPTSA-SLP: A Fake Packet Time Slot Assignment-based Source Location Privacy Protection Scheme in Underwater Acoustic Sensor Networks.,ROBOT;PRIVACY,Yulin Liu; Guangjie Han; Hao Wang 0047; Jinfang Jiang,2021,ComComAP,https://doi.org/10.1109/ComComAp53641.2021.9652976,https://dblp.org/db/conf/comcomap/comcomap2021.html#LiuHWJ21
Privacy for Low-Power Sensor Node based on Alias in Ubiquitous Network.,ROBOT;PRIVACY,Dong Myung Kim; ByeongHo Oh; Sang Ho Lee,2006,SERA,https://doi.org/10.1109/SERA.2006.55,https://dblp.org/db/conf/sera/sera2006.html#KimOL06
